,monster,id,CR,feature,mean,variance,standard deviation,sigma/mean
2460,Cradle of the Hill Scion,3730999-cradle-of-the-hill-scion,22.0,Slam,33.0,47.666668,6.904105,0.2092153
2461,Cradle of the Hill Scion,3730999-cradle-of-the-hill-scion,22.0,Spit Rock,25.0,21.0,4.582576,0.18330303
2462,Scion of Grolantor,3731041-scion-of-grolantor,22.0,Great Tree Club,30.0,33.0,5.7445626,0.19148542
2463,Scion of Grolantor,3731041-scion-of-grolantor,22.0,Slam,26.0,21.0,4.582576,0.17625292
2464,Scion of Grolantor,3731041-scion-of-grolantor,22.0,Boulder,27.5,35.75,5.9791303,0.21742292
2466,Cradle of the Cloud Scion,3730996-cradle-of-the-cloud-scion,26.0,Slam,50.5,68.75,8.291562,0.16418934
2467,Cradle of the Cloud Scion,3730996-cradle-of-the-cloud-scion,26.0,Wind Javelin,37.5,29.75,5.454356,0.14544949
2469,Scion of Memnor,3731042-scion-of-memnor,26.0,Cloud Morningstar,54.0,66.0,8.124039,0.15044515
2470,Scion of Memnor,3731042-scion-of-memnor,26.0,Wind Javelin,42.5,59.583332,7.719024,0.1816241
2471,Scion of Memnor,3731042-scion-of-memnor,26.0,Slam,28.0,21.0,4.582576,0.16366342
2472,Cradle of the Stone Scion,3731000-cradle-of-the-stone-scion,23.0,Slam,30.0,33.0,5.7445626,0.19148542
2473,Cradle of the Stone Scion,3731000-cradle-of-the-stone-scion,23.0,Spit Rock,24.5,24.75,4.974937,0.20305866
2474,Scion of Skoraeus,3731043-scion-of-skoraeus,23.0,Crystal Club,53.0,68.666664,8.286535,0.15634972
2475,Scion of Skoraeus,3731043-scion-of-skoraeus,23.0,Slam,31.0,33.0,5.7445626,0.18530847
2476,Scion of Skoraeus,3731043-scion-of-skoraeus,23.0,Runic Boulder,27.0,21.0,4.582576,0.16972503
2477,Cradle of the Storm Scion,3731001-cradle-of-the-storm-scion,27.0,Slam,55.5,83.416664,9.133272,0.16456346
2478,Cradle of the Storm Scion,3731001-cradle-of-the-storm-scion,27.0,Spit Hailstone,46.0,44.666668,6.6833124,0.1452894
2480,Scion of Stronmaus,3731044-scion-of-stronmaus,27.0,Lightning Sword,58.0,80.666664,8.9814625,0.1548528
2481,Scion of Stronmaus,3731044-scion-of-stronmaus,27.0,Hailstone,50.0,54.0,7.3484693,0.14696938
2482,Scion of Stronmaus,3731044-scion-of-stronmaus,27.0,Slam,36.0,47.666668,6.904105,0.1917807
2483,Cradle of the Fire Scion,3730997-cradle-of-the-fire-scion,25.0,Slam,45.0,44.666668,6.6833124,0.14851806
2484,Cradle of the Fire Scion,3730997-cradle-of-the-fire-scion,25.0,Hurl Lava,27.0,21.0,4.582576,0.16972503
2485,Cradle of the Fire Scion,3730997-cradle-of-the-fire-scion,25.0,Erupting Breath,110.0,165.0,12.845233,0.11677484
2487,Scion of Surtur,3731045-scion-of-surtur,25.0,Lava Blade,50.0,54.0,7.3484693,0.14696938
2488,Scion of Surtur,3731045-scion-of-surtur,25.0,Lava Ball,40.0,44.5,6.670832,0.1667708
2489,Scion of Surtur,3731045-scion-of-surtur,25.0,Slam,28.0,21.0,4.582576,0.16366342
2490,Scion of Surtur,3731045-scion-of-surtur,25.0,Lava Wave,121.0,181.5,13.472194,0.11134044
2491,Cradle of the Frost Scion,3730998-cradle-of-the-frost-scion,24.0,Slam,41.0,49.5,7.0356236,0.17160058
2492,Cradle of the Frost Scion,3730998-cradle-of-the-frost-scion,24.0,Hurl Icicle,35.0,31.5,5.612486,0.16035675
2494,Scion of Thrym,3731046-scion-of-thrym,24.0,Ice Axe,54.0,68.666664,8.286535,0.15345436
2495,Scion of Thrym,3731046-scion-of-thrym,24.0,Slam,32.0,33.0,5.7445626,0.17951758
2496,Scion of Thrym,3731046-scion-of-thrym,24.0,Glacier Throw,50.0,59.333332,7.702813,0.15405627
2498,Augrek Brighthelm,27564-augrek-brighthelm,,Warhammer,7.5,8.25,2.8722813,0.38297084
2499,Augrek Brighthelm,27564-augrek-brighthelm,,Heavy Crossbow,5.5,8.25,2.8722813,0.52223295
2500,Sirac of Suzail,27570-sirac-of-suzail,,Shortsword,6.5,2.9166667,1.7078252,0.26274234
2501,Sirac of Suzail,27570-sirac-of-suzail,,Dart,5.5,1.25,1.118034,0.20327891
2502,Duvessa Shane,27573-duvessa-shane,,Dagger,2.5,1.25,1.118034,0.4472136
2503,Markham Southwell,27574-markham-southwell,,Longsword,7.5,8.25,2.8722813,0.38297084
2504,Markham Southwell,27574-markham-southwell,,Heavy Crossbow,6.5,8.25,2.8722813,0.44188944
2506,Beldora,27575-beldora,,Shortsword,5.5,2.9166667,1.7078252,0.31051365
2507,Beldora,27575-beldora,,Hand Crossbow,5.5,2.9166667,1.7078252,0.31051365
2508,Sir Baric Nylef,27577-sir-baric-nylef,,Maul,11.0,5.8333335,2.4152296,0.21956632
2509,Sir Baric Nylef,27577-sir-baric-nylef,,Heavy Crossbow,5.5,8.25,2.8722813,0.52223295
2510,Shalvus Martholio,27581-shalvus-martholio,,Quarterstaff,4.5,5.25,2.291288,0.50917506
2511,Shalvus Martholio,27581-shalvus-martholio,,Hand Crossbow,5.5,2.9166667,1.7078252,0.31051365
2512,Lifferlas,27583-lifferlas,,Slam,14.5,8.75,2.95804,0.20400275
2514,Zi Liang,27585-zi-liang,,Quarterstaff,5.5,5.25,2.291288,0.41659778
2515,Zi Liang,27585-zi-liang,,Sling,4.5,1.25,1.118034,0.248452
2517,Miros Xelbrin,27588-miros-xelbrin,,Bearhug,11.0,2.5,1.5811388,0.1437399
2518,Miros Xelbrin,27588-miros-xelbrin,,Club,5.5,1.25,1.118034,0.20327891
2519,Miros Xelbrin,27588-miros-xelbrin,,Heavy Crossbow,5.5,8.25,2.8722813,0.52223295
2520,Oren Yogilvy,27595-oren-yogilvy,,Dagger,3.5,1.25,1.118034,0.31943828
2521,Darathra Shendrel,27597-darathra-shendrel,,Greatsword,10.0,5.8333335,2.4152296,0.24152295
2522,Darathra Shendrel,27597-darathra-shendrel,,Heavy Crossbow,5.5,8.25,2.8722813,0.52223295
2524,Darz Helgar,27602-darz-helgar,,Shortsword,5.5,2.9166667,1.7078252,0.31051365
2525,Darz Helgar,27602-darz-helgar,,Sling,4.5,1.25,1.118034,0.248452
2526,Narth Tezrin,27610-narth-tezrin,,Shortsword,5.5,2.9166667,1.7078252,0.31051365
2527,Narth Tezrin,27610-narth-tezrin,,Hand Crossbow,5.5,2.9166667,1.7078252,0.31051365
2528,Urgala Meltimer,27612-urgala-meltimer,,Morningstar,7.5,5.25,2.291288,0.30550504
2529,Urgala Meltimer,27612-urgala-meltimer,,Shortbow,4.5,2.9166667,1.7078252,0.3795167
2531,Ghelryn Foehammer,27618-ghelryn-foehammer,,Battleaxe,9.5,8.25,2.8722813,0.3023454
2533,Tabaxi Hunter,33259-tabaxi-hunter,1.0,Claws,2.5,1.25,1.118034,0.4472136
2534,Tabaxi Hunter,33259-tabaxi-hunter,1.0,Shortsword,6.5,2.9166667,1.7078252,0.26274234
2535,Tabaxi Hunter,33259-tabaxi-hunter,1.0,Shortbow,6.5,2.9166667,1.7078252,0.26274234
2537,Tabaxi Minstrel,33262-tabaxi-minstrel,0.25,Claws,2.5,1.25,1.118034,0.4472136
2538,Tabaxi Minstrel,33262-tabaxi-minstrel,0.25,Dart,4.5,1.25,1.118034,0.248452
2540,Corrupted Avatar of Lurue,1528960-corrupted-avatar-of-lurue,8.0,Hooves,32.0,23.333334,4.830459,0.15095185
2541,Corrupted Avatar of Lurue,1528960-corrupted-avatar-of-lurue,8.0,Horn,32.0,23.333334,4.830459,0.15095185
2543,Campestri,1979774-campestri,0.0,Head Butt,1.0,0.0,0.0,0.0
2544,Swarm of Campestris,1979810-swarm-of-campestris,1.0,Head Butts,10.0,5.0,2.236068,0.2236068
2545,Forge Fitzwilliam,3342710-forge-fitzwilliam,8.0,Dagger,29.0,21.666666,4.6547465,0.16050851
2546,Forge Fitzwilliam,3342710-forge-fitzwilliam,8.0,Heavy Crossbow,32.0,28.666666,5.354126,0.16731644
2548,Holga Kilgore,3342711-holga-kilgore,5.0,Darksteel Greataxe,10.5,11.916667,3.4520526,0.3287669
2549,Holga Kilgore,3342711-holga-kilgore,5.0,Improvised Weapon,7.5,2.9166667,1.7078252,0.22771002
2551,Coral,3509307-coral,9.0,Hoof,12.0,5.8333335,2.4152296,0.20126912
2552,Rain,3509309-rain,5.0,Hoof,5.0,2.5,1.5811388,0.31622776
2554,Scrapper,3509310-scrapper,8.0,Spike Punch,19.5,18.75,4.3301272,0.22205779
2555,Seth the Shapeshifting Dragon,3509311-seth-the-shapeshifting-dragon,10.0,Bite,19.5,13.416667,3.6628768,0.18783984
2556,Seth the Shapeshifting Dragon,3509311-seth-the-shapeshifting-dragon,10.0,Claw,14.0,5.8333335,2.4152296,0.17251639
2558,Beanstalk Wurm,3852129-beanstalk-wurm,18.0,Bite,30.5,26.25,5.1234756,0.1679828
2560,Deathless Rider,3852130-deathless-rider,5.0,Axe,13.0,10.5,3.2403703,0.24925926
2562,Gingerbrute,3852135-gingerbrute,0.5,Fork,6.5,1.25,1.118034,0.17200524
2563,Gingerbrute,3852135-gingerbrute,0.5,Gumdrop Slingshot,6.5,1.25,1.118034,0.17200524
2565,Goose Mother,3852171-goose-mother,7.0,Beak,6.5,2.9166667,1.7078252,0.26274234
2566,Goose Mother,3852171-goose-mother,7.0,Wing,9.5,11.916667,3.4520526,0.36337397
2567,Knight of Eldraine,3852141-knight-of-eldraine,3.0,Lance,18.5,22.416666,4.7346244,0.25592563
2568,Knight of Eldraine,3852141-knight-of-eldraine,3.0,Longsword,17.5,18.75,4.3301272,0.24743582
2569,Knight of Eldraine,3852141-knight-of-eldraine,3.0,Heavy Crossbow,15.5,18.75,4.3301272,0.27936304
2570,Nightmare Haunt,3852142-nightmare-haunt,5.0,Claw,15.5,13.416667,3.6628768,0.23631464
2572,Redtooth Werefox,3852144-redtooth-werefox,3.0,Bite,8.5,8.25,2.8722813,0.33791545
2573,Redtooth Werefox,3852144-redtooth-werefox,3.0,Lance,9.5,11.916667,3.4520526,0.36337397
2574,Redtooth Werefox,3852144-redtooth-werefox,3.0,Entangling Arrow,10.0,5.8333335,2.4152296,0.24152295
2576,Sewer King,3852145-sewer-king,2.0,Rancid Bite,15.5,11.083333,3.329164,0.21478477
2577,Snapping Hydra,3852146-snapping-hydra,11.0,Bite,14.0,10.5,3.2403703,0.23145503
2579,Specter of Night,3852147-specter-of-night,12.0,Hooves,44.5,32.083332,5.664215,0.12728573
2580,Specter of Night,3852147-specter-of-night,12.0,Reaping Scythe,40.5,35.25,5.937171,0.14659682
2581,Sweettooth Horror,3852148-sweettooth-horror,4.0,Bite,21.5,14.583333,3.818813,0.17761922
2582,Sweettooth Horror,3852148-sweettooth-horror,4.0,Candy Cane,8.5,5.25,2.291288,0.2695633
2584,Tempest Hart,3852149-tempest-hart,11.0,Lightning Antlers,16.0,16.5,4.0620193,0.2538762
2585,Tempest Hart,3852149-tempest-hart,11.0,Thunder Hooves,14.0,10.5,3.2403703,0.23145503
2587,Witchstalker,3852152-witchstalker,6.0,Bite,14.5,8.75,2.95804,0.20400275
2589,Sildar Hallwinter,3805769-sildar-hallwinter,1.0,Longsword,6.5,8.25,2.8722813,0.44188944
2590,Sildar Hallwinter,3805769-sildar-hallwinter,1.0,Heavy Crossbow,5.5,8.25,2.8722813,0.52223295
2592,Ruxithid the Chosen,3805768-ruxithid-the-chosen,5.0,Psi-Charged Scimitar,18.0,11.666667,3.4156504,0.18975835
2594,Dwarf Skeleton,3805739-dwarf-skeleton,0.5,Battleaxe,8.5,8.25,2.8722813,0.33791545
2595,Feral Ashenwight,3805742-feral-ashenwight,5.0,Necrotic Shard,7.5,2.9166667,1.7078252,0.22771002
2597,Encephalon Cluster,3805740-encephalon-cluster,10.0,Slam,27.5,25.25,5.0249376,0.18272501
2599,Encephalon Gemmule,3805741-encephalon-gemmule,3.0,Psychic Slam,16.5,24.75,4.974937,0.30151135
2600,Cloaker Mutate,3805738-cloaker-mutate,10.0,Corpse Swipe,20.5,24.75,4.974937,0.24267986
2601,Cloaker Mutate,3805738-cloaker-mutate,10.0,Tail,13.0,10.5,3.2403703,0.24925926
2603,Humanoid Mutate,3805749-humanoid-mutate,4.0,Unarmed Strike,18.0,11.666667,3.4156504,0.18975835
2604,Humanoid Mutate,3805749-humanoid-mutate,4.0,Nightmare Blast,7.0,5.8333335,2.4152296,0.34503278
2606,Otyugh Mutate,3805762-otyugh-mutate,6.0,Bite,13.0,10.5,3.2403703,0.24925926
2607,Otyugh Mutate,3805762-otyugh-mutate,6.0,Tentacle,13.0,10.5,3.2403703,0.24925926
2608,Otyugh Mutate,3805762-otyugh-mutate,6.0,Chitin Slam,16.5,24.75,4.974937,0.30151135
2610,Goblin Psi Brawler,3805746-goblin-psi-brawler,2.0,Unarmed Strike,9.0,4.1666665,2.0412414,0.2268046
2612,Blaze,3409348-blaze,5.0,Fiery Doom,12.0,11.166667,3.3416562,0.27847135
2614,Ender Dragon,3409350-ender-dragon,19.0,Bite,25.5,14.583333,3.818813,0.14975737
2615,Enderman,3409351-enderman,6.0,Slam,17.5,15.75,3.968627,0.22677869
2617,Wolf of the Overworld,3409352-wolf-of-the-overworld,0.25,Bite,7.0,2.5,1.5811388,0.22587697
2618,Adranach,3768325-adranach,12.0,Claws,32.0,47.666668,6.904105,0.21575329
2620,Cinderslag Elemental,3768333-cinderslag-elemental,8.0,Slam,23.5,25.25,5.0249376,0.21382715
2621,Cinderslag Elemental,3768333-cinderslag-elemental,8.0,Molten Gaze,21.0,17.5,4.1833,0.19920477
2623,Clasp Cutthroat,3768334-clasp-cutthroat,3.0,Shortsword,7.5,2.9166667,1.7078252,0.22771002
2624,Clasp Cutthroat,3768334-clasp-cutthroat,3.0,Dagger,6.5,1.25,1.118034,0.17200524
2626,Clasp Enforcer,3768335-clasp-enforcer,5.0,Warhammer,8.5,8.25,2.8722813,0.33791545
2628,Demonfeed Spider,3768339-demonfeed-spider,8.0,Bite,8.5,8.25,2.8722813,0.33791545
2629,Demonfeed Spider,3768339-demonfeed-spider,8.0,Stinger,9.5,11.916667,3.4520526,0.36337397
2630,Demonfeed Spiderling,3768340-demonfeed-spiderling,1.0,Bite,16.0,14.0,3.7416575,0.2338536
2631,Ember Roc,3768342-ember-roc,14.0,Beak,33.0,26.833334,5.18009,0.15697242
2632,Ember Roc,3768342-ember-roc,14.0,Talons,29.0,17.5,4.1833,0.14425173
2633,Cobalt Golem,3768336-cobalt-golem,18.0,Slam,25.5,24.75,4.974937,0.19509557
2634,Cobalt Golem,3768336-cobalt-golem,18.0,Sword,28.5,35.75,5.9791303,0.20979404
2635,Mage Hunter Golem,3768350-mage-hunter-golem,15.0,Slam,20.5,15.75,3.968627,0.19359156
2636,Mage Hunter Golem,3768350-mage-hunter-golem,15.0,Claw,11.5,5.25,2.291288,0.19924243
2637,Mage Hunter Golem,3768350-mage-hunter-golem,15.0,Antimagic Jolt,21.0,17.5,4.1833,0.19920477
2638,Platinum Golem,3768356-platinum-golem,16.0,Slam,19.5,15.75,3.968627,0.20351933
2639,Platinum Golem,3768356-platinum-golem,16.0,Mace,22.5,24.75,4.974937,0.22110832
2640,Magma Landshark,3768351-magma-landshark,14.0,Bite,101.0,118.166664,10.870449,0.10762821
2641,Young Magma Landshark,3768370-young-magma-landshark,9.0,Bite,45.0,59.333332,7.702813,0.17117363
2642,Plainscow,3768355-plainscow,2.0,Hooves,11.0,5.8333335,2.4152296,0.21956632
2643,Ravager Stabby-Stabber,3768358-ravager-stabby-stabber,3.0,Shortsword,6.5,2.9166667,1.7078252,0.26274234
2644,Ravager Stabby-Stabber,3768358-ravager-stabby-stabber,3.0,Dagger,5.5,1.25,1.118034,0.20327891
2645,Centaur Skeleton,3768331-centaur-skeleton,2.0,Pike,8.5,8.25,2.8722813,0.33791545
2646,Centaur Skeleton,3768331-centaur-skeleton,2.0,Hooves,10.0,5.8333335,2.4152296,0.24152295
2647,Centaur Skeleton,3768331-centaur-skeleton,2.0,Longbow,6.5,5.25,2.291288,0.35250583
2649,Flaming Skeleton,3768343-flaming-skeleton,0.5,Shortsword,9.0,5.8333335,2.4152296,0.26835883
2650,Vos’skyriss Serpentfolk Ghost,3768367-vosskyriss-serpentfolk-ghost,4.0,Spear,13.5,8.75,2.95804,0.21911407
2652,Wraithroot Tree,3768369-wraithroot-tree,14.0,Slam,16.5,8.75,2.95804,0.17927514
2653,Wraithroot Tree,3768369-wraithroot-tree,14.0,Rock,28.0,33.0,5.7445626,0.20516296
2655,Grog Strongjaw,3768346-grog-strongjaw,18.0,Bloodaxe,24.0,14.833333,3.8514066,0.16047528
2656,Grog Strongjaw,3768346-grog-strongjaw,18.0,Dwarven Thrower,24.0,10.5,3.2403703,0.13501543
2657,Grog Strongjaw,3768346-grog-strongjaw,18.0,Titanstone Knuckles,14.5,1.25,1.118034,0.07710579
2658,Percival de Rolo,3768353-percival-de-rolo,18.0,Animus,15.0,11.166667,3.3416562,0.22277708
2659,Percival de Rolo,3768353-percival-de-rolo,18.0,Bad News,19.0,23.833334,4.8819394,0.25694418
2660,Trinket,3768365-trinket,5.0,Bite,14.5,5.25,2.291288,0.15801986
2661,Trinket,3768365-trinket,5.0,Claws,17.0,5.8333335,2.4152296,0.14207232
2663,Doty X,3768341-doty-x,6.0,Empowered Fist,8.5,5.25,2.291288,0.2695633
2664,Athar Null,3883517-athar-null,5.0,Force Dagger,19.0,17.0,4.1231055,0.21700557
2666,Doomguard Doom Lord,3883529-doomguard-doom-lord,12.0,Entropic Greatsword,22.5,14.583333,3.818813,0.16972503
2667,Doomguard Doom Lord,3883529-doomguard-doom-lord,12.0,Entropic Javelin,22.5,14.583333,3.818813,0.16972503
2669,Doomguard Rot Blade,3883530-doomguard-rot-blade,6.0,Entropic Blade,29.5,37.916668,6.157651,0.20873393
2670,Doomguard Rot Blade,3883530-doomguard-rot-blade,6.0,Entropic Javelin,20.5,26.75,5.17204,0.25229463
2672,Hands of Havoc Fire Starter,3883541-hands-of-havoc-fire-starter,4.0,Havoc Hammer,20.0,18.666666,4.3204937,0.2160247
2673,Hands of Havoc Fire Starter,3883541-hands-of-havoc-fire-starter,4.0,Havoc Flask,16.5,26.75,5.17204,0.31345698
2675,Harmonium Captain,3883542-harmonium-captain,8.0,Harmonium Blade,20.0,17.0,4.1231055,0.20615529
2676,Harmonium Peacekeeper,3883543-harmonium-peacekeeper,3.0,Electrified Mancatcher,21.5,21.75,4.6636896,0.21691579
2677,Mercykiller Bloodhound,3883551-mercykiller-bloodhound,7.0,Clawed Gauntlet,18.0,14.0,3.7416575,0.20786986
2679,Transcendent Order Instinct,3883568-transcendent-order-instinct,3.0,Unarmed Strike,7.5,5.25,2.291288,0.30550504
2681,Morte,3883553-morte,0.25,Bite,5.5,1.25,1.118034,0.20327891
2682,Fiendish Auger,3805743-fiendish-auger,5.0,Flaming Drill,24.0,22.333334,4.725816,0.19690898
2683,Intellect Snare,3805753-intellect-snare,8.0,Tentacle,10.5,5.25,2.291288,0.2182179
2685,Oculorb,3805760-oculorb,9.0,Dreadful Contact,25.0,17.5,4.1833,0.16733201
2686,Oculorb,3805760-oculorb,9.0,Eye Beam,14.5,8.75,2.95804,0.20400275
2688,Cranium Rat Squeaker,3883524-cranium-rat-squeaker,0.0,Bite,1.0,0.0,0.0,0.0
2689,Dabus,3883526-dabus,2.0,Flying Brick,7.5,5.25,2.291288,0.30550504
2691,Darkweaver,3883527-darkweaver,10.0,Bite,31.0,23.333334,4.830459,0.15582125
2692,Darkweaver,3883527-darkweaver,10.0,Shadow Web,16.5,24.75,4.974937,0.30151135
2693,Equinal Guardinal,3883532-equinal-guardinal,6.0,Fist,16.5,8.75,2.95804,0.17927514
2694,Equinal Guardinal,3883532-equinal-guardinal,6.0,Rock,22.5,24.75,4.974937,0.22110832
2696,Kolyarut,3883548-kolyarut,20.0,Unerring Blade,24.0,0.0,0.0,0.0
2698,Maelephant,3883550-maelephant,10.0,Barbed Trunk,26.0,34.333332,5.859465,0.22536404
2699,Maelephant,3883550-maelephant,10.0,Glaive,15.0,16.5,4.0620193,0.27080128
2701,Razorvine Blight,3883559-razorvine-blight,1.0,Claw,5.5,2.9166667,1.7078252,0.31051365
2702,Ancient Time Dragon,3883516-ancient-time-dragon,26.0,Rend,33.0,24.5,4.9497476,0.14999235
2704,Adult Time Dragon,3883515-adult-time-dragon,18.0,Rend,21.0,11.666667,3.4156504,0.16265002
2706,Young Time Dragon,3883571-young-time-dragon,11.0,Rend,19.0,11.666667,3.4156504,0.17977107
2708,Time Dragon Wyrmling,3883566-time-dragon-wyrmling,5.0,Rend,11.0,5.8333335,2.4152296,0.21956632
2710,Vargouille Reflection,3883569-vargouille-reflection,1.0,Bite,16.0,11.666667,3.4156504,0.21347815
