Monster,Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,adj DPR
Topaz Dragon Wyrmling,FToD,223.0,dragon,generic,N,2.0,2,450.0,33.0,16.0,33.0,18.0,4.0,4.0,20.666666,20.666666
"Topaz Dragon, Adult",FToD,221.0,dragon,legendary,L,13.0,5,10000.0,210.0,18.0,315.0,20.0,9.0,9.0,75.0,75.0
"Topaz Dragon, Adult",FToD,221.0,dragon,legendary,LL,14.0,5,11500.0,210.0,18.0,330.0,20.0,9.0,9.0,93.666664,93.666664
"Topaz Dragon, Ancient",FToD,220.0,dragon,legendary,L,20.0,6,25000.0,280.5,20.0,390.5,22.0,12.0,12.0,107.333336,107.333336
"Topaz Dragon, Ancient",FToD,220.0,dragon,legendary,LL,21.0,7,33000.0,280.5,20.0,405.5,22.0,12.0,12.0,126.0,126.0
"Topaz Dragon, Young",FToD,223.0,dragon,generic,N,7.0,3,2900.0,127.5,17.0,134.5,19.0,6.0,6.0,39.0,39.0
Topaz Greatwyrm,FToD,201.0,dragon,legendary,L,26.0,8,90000.0,507.0,21.0,627.0,23.0,17.0,17.0,173.83333,173.83333
Torogar Steelfist,BGDiA,112.0,monstrosity,unique,N,11.0,4,7200.0,168.0,17.0,210.0,17.0,11.0,11.0,59.0,59.0
Tortle,MPMotM,244.0,humanoid,generic,N,0.25,2,50.0,22.0,17.0,22.0,17.0,4.0,4.0,6.5,6.5
Tortle Druid,MPMotM,244.0,humanoid,generic,N,2.0,2,450.0,33.0,17.0,33.0,17.0,4.0,4.0,18.0,18.0
Tortle Druid,MToF,242.0,humanoid,legacy,N,2.0,2,450.0,33.0,17.0,33.0,17.0,4.0,4.0,27.0,27.0
Tower Hand,QftIS,217.0,humanoid,generic,N,0.5,2,100.0,22.0,14.0,29.5,14.0,4.0,4.0,11.0,11.0
Tower Sage,QftIS,217.0,humanoid,generic,N,1.0,2,200.0,22.5,13.0,22.5,14.0,5.0,5.0,18.333334,18.333334
Transcendent Order Conduit,PAitM:MPP,62.0,humanoid,generic,N,8.0,3,3900.0,97.5,18.0,114.0,18.0,7.0,7.0,33.0,44.0
Transcendent Order Instinct,PAitM:MPP,62.0,humanoid,generic,N,3.0,2,700.0,49.5,16.0,60.0,16.0,5.0,5.0,22.5,22.5
Trapper,MPMotM,245.0,monstrosity,generic,N,3.0,2,700.0,68.0,13.0,68.0,13.0,5.0,5.0,17.0,17.0
Trapper,VGtM,194.0,monstrosity,legacy,N,3.0,2,700.0,85.0,13.0,85.0,13.0,6.0,6.0,20.0,20.0
Treant,MM,289.0,plant,generic,N,9.0,4,5000.0,138.0,16.0,207.0,16.0,10.0,10.0,44.0,44.0
Treant Sapling,TWBtW,36.0,plant,generic,N,2.0,2,450.0,45.0,14.0,90.0,14.0,5.0,5.0,30.0,30.0
Tri-Flower Frond,ToA,234.0,plant,generic,N,0.5,2,100.0,11.0,10.0,29.0,10.0,2.0,2.0,12.0,12.0
Tribal Warrior,MM,350.0,humanoid,generic,N,0.125,2,25.0,11.0,12.0,11.0,12.0,3.0,4.0,5.5,5.5
Triceratops,MM,80.0,beast,generic,N,5.0,3,1800.0,95.0,13.0,95.0,13.0,9.0,9.0,31.333334,31.333334
Tridrone,MM,225.0,construct,generic,N,0.5,2,100.0,16.5,15.0,16.5,15.0,3.0,3.0,12.0,12.0
Triton Master of Waves,MOoT,245.0,humanoid,generic,N,8.0,3,3900.0,105.0,15.0,135.0,17.0,7.0,7.0,76.0,76.0
Triton Shorestalker,MOoT,244.0,humanoid,generic,N,2.0,2,450.0,32.5,13.0,32.5,17.0,5.0,5.0,32.0,32.0
Trobriand,WDotMM,294.0,construct,unique,N,22.0,7,41000.0,210.0,20.0,488.8,27.0,12.0,12.0,120.666664,120.666664
Troglodyte,MM,290.0,humanoid,generic,N,0.25,2,50.0,13.0,11.0,13.0,12.0,4.0,4.0,13.5,13.5
Troglodyte Champion of Laogzed,OotA,229.0,humanoid,generic,N,3.0,2,700.0,59.5,14.0,59.5,15.0,6.0,6.0,22.0,22.0
Troll,MM,291.0,giant,generic,N,5.0,3,1800.0,84.0,15.0,114.0,15.0,7.0,7.0,29.0,29.0
Troll Amalgam,BPGotG,186.0,giant,legendary,L,17.0,6,18000.0,217.0,15.0,352.0,17.0,13.0,13.0,111.5,111.5
Troll Mutate,BPGotG,187.0,giant,generic,N,7.0,3,2900.0,95.0,16.0,125.0,18.0,7.0,7.0,50.666668,50.666668
"Troll, Dire",MPMotM,246.0,giant,generic,N,13.0,5,10000.0,172.5,15.0,253.1,15.0,11.0,11.0,84.0,84.0
"Troll, Dire",MToF,243.0,giant,legacy,N,13.0,5,10000.0,172.5,15.0,253.1,15.0,11.0,11.0,84.0,84.0
"Troll, Five-Armed",WDotMM,154.0,giant,generic,N,8.0,3,3900.0,84.0,15.0,114.0,15.0,7.0,7.0,62.0,62.0
"Troll, Four-Armed",HotDQ,65.0,giant,generic,N,6.0,3,2300.0,84.0,15.0,114.0,15.0,7.0,7.0,58.0,58.0
"Troll, Ice",IDRotF,295.0,giant,generic,N,8.0,3,3900.0,115.0,16.0,145.0,16.0,7.0,7.0,66.0,66.0
"Troll, Rot",MPMotM,247.0,giant,generic,N,9.0,4,5000.0,138.0,16.0,138.0,16.0,8.0,8.0,73.0,73.0
"Troll, Rot",MToF,244.0,giant,legacy,N,9.0,4,5000.0,138.0,16.0,138.0,16.0,8.0,8.0,68.0,68.0
"Troll, Spirit",MPMotM,247.0,giant,generic,N,11.0,4,7200.0,130.0,17.0,275.0,17.0,7.0,7.0,58.5,58.5
"Troll, Spirit",MToF,244.0,giant,legacy,N,11.0,4,7200.0,97.5,17.0,281.3,17.0,7.0,7.0,47.5,47.5
"Troll, Venom",MPMotM,248.0,giant,generic,N,7.0,3,2900.0,94.5,15.0,124.5,15.0,7.0,7.0,43.0,61.0
"Troll, Venom",MToF,245.0,giant,legacy,N,7.0,3,2900.0,94.5,15.0,124.5,15.0,7.0,7.0,43.0,61.0
Trostani,GGtR,252.0,fey,unique,L,18.0,6,20000.0,252.0,17.0,342.0,21.0,16.0,16.0,107.0,107.0
Tsucora Quori,ERftLW,307.0,aberration,generic,N,7.0,3,2900.0,68.0,16.0,136.0,16.0,6.0,6.0,39.0,39.0
Turlang,SKT,107.0,plant,unique,N,9.0,4,5000.0,138.0,16.0,300.0,16.0,10.0,10.0,42.666668,42.666668
Two-headed Cerberus,MOoT,215.0,monstrosity,generic,N,2.0,2,450.0,39.0,12.0,39.0,12.0,4.0,5.0,24.0,24.0
Typhon,MOoT,246.0,monstrosity,generic,N,15.0,5,13000.0,195.5,17.0,255.5,17.0,12.0,12.0,108.333336,108.333336
Tyrannosaurus Rex,MM,80.0,beast,generic,N,8.0,3,3900.0,136.5,13.0,136.5,13.0,10.0,10.0,53.0,53.0
Tyrannosaurus Zombie,ToA,241.0,undead,generic,N,8.0,3,3900.0,136.5,11.0,150.0,11.0,10.0,10.0,53.0,53.0
Udaak,EGtW,301.0,fiend,generic,N,16.0,5,15000.0,165.0,18.0,247.5,20.0,13.0,13.0,64.0,82.0
Ulder Ravengard,BGDiA,70.0,humanoid,unique,N,5.0,3,1800.0,112.5,20.0,112.5,20.0,7.0,7.0,32.0,32.0
Ulitharid,MPMotM,249.0,aberration,generic,N,9.0,4,5000.0,127.5,15.0,172.5,19.0,9.0,9.0,48.0,48.0
Ulitharid,VGtM,175.0,aberration,legacy,N,9.0,4,5000.0,127.5,15.0,127.5,19.0,9.0,9.0,58.333332,58.333332
Ultroloth,MM,314.0,fiend,generic,N,13.0,5,10000.0,153.0,19.0,191.3,21.0,8.0,8.0,53.0,53.0
Umberhulk,MM,292.0,monstrosity,generic,N,5.0,3,1800.0,93.5,18.0,93.5,22.0,8.0,12.0,32.0,32.0
Undercity Medusa,GGtR,222.0,monstrosity,generic,N,6.0,3,2300.0,120.0,16.0,150.0,18.0,7.0,7.0,32.666668,32.666668
Underworld Cerberus,MOoT,215.0,monstrosity,generic,N,6.0,3,2300.0,104.5,16.0,104.5,16.0,7.0,8.0,56.0,56.0
Undying Soldier,ERftLW,311.0,undead,generic,N,2.0,2,450.0,26.0,17.0,52.0,17.0,5.0,5.0,30.0,30.0
Unicorn,MM,294.0,celestial,generic,N,5.0,3,1800.0,67.5,12.0,67.5,14.0,7.0,7.0,52.5,55.5
Unspeakable Horror,VRGtR,250.0,monstrosity,generic,N,8.0,3,3900.0,95.0,17.0,95.0,17.0,8.0,8.0,71.0,71.0
Uthgardt Shaman,SKT,243.0,humanoid,generic,N,2.0,2,450.0,38.5,13.0,38.5,13.0,4.0,4.0,31.333334,31.333334
Vajra Safahr,WDH,217.0,humanoid,unique,N,13.0,5,10000.0,126.5,17.0,126.5,21.0,12.0,12.0,161.0,161.0
Valenar Hawk,ERftLW,312.0,fey,generic,N,0.125,2,25.0,10.0,14.0,10.0,14.0,6.0,6.0,6.5,6.5
Valenar Hound,ERftLW,312.0,fey,generic,N,0.5,2,100.0,19.5,14.0,19.5,14.0,5.0,5.0,6.5,6.5
Valenar Steed,ERftLW,313.0,fey,generic,N,0.5,2,100.0,22.5,13.0,22.5,13.0,5.0,5.0,10.0,10.0
Vampirate,SAiS:BAM,62.0,undead,generic,N,2.0,2,450.0,42.5,14.0,85.0,14.0,4.0,4.0,11.0,12.833333
Vampirate Captain,SAiS:BAM,63.0,undead,generic,N,6.0,3,2300.0,85.0,15.0,185.0,17.0,6.0,6.0,22.0,27.5
Vampirate Mage,SAiS:BAM,63.0,undead,generic,N,5.0,3,1800.0,68.0,14.0,136.0,14.0,5.0,5.0,22.0,25.666666
Vampire,MM,297.0,undead,legendary,L,13.0,5,10000.0,144.5,16.0,368.1,18.0,9.0,9.0,50.0,50.0
Vampire Spawn,MM,298.0,undead,generic,N,5.0,3,1800.0,82.5,15.0,184.5,15.0,6.0,6.0,18.833334,18.833334
Vampire Spellcaster,MM,298.0,undead,legendary,L,15.0,5,13000.0,144.5,16.0,368.1,18.0,9.0,9.0,62.333332,62.333332
Vampire Warrior,MM,298.0,undead,legendary,L,15.0,5,13000.0,144.5,18.0,368.1,20.0,9.0,9.0,47.0,47.0
"Vampire, Blood Drinker",GGtR,223.0,undead,generic,N,8.0,3,3900.0,90.0,16.0,270.0,19.0,7.0,7.0,29.0,29.0
Vampiric Jade Statue,GoS,256.0,construct,unique,L,8.0,3,3900.0,114.0,14.0,174.0,14.0,6.0,10.0,60.0,60.0
Vampiric Mist,MPMotM,250.0,undead,generic,N,3.0,2,700.0,30.0,13.0,120.0,13.0,5.0,5.0,10.0,10.0
Vampiric Mist,MToF,247.0,undead,legacy,N,3.0,2,700.0,30.0,13.0,120.0,13.0,5.0,5.0,10.0,10.0
Vampiric Mist,TftYP,247.0,undead,generic,N,3.0,2,700.0,30.0,13.0,120.0,13.0,5.0,5.0,10.0,10.0
Vanifer,PotA,203.0,humanoid,unique,N,9.0,4,5000.0,112.5,15.0,152.5,20.0,8.0,8.0,67.333336,67.333336
Vargouille,MPMotM,251.0,fiend,generic,N,1.0,2,200.0,18.0,12.0,36.0,12.0,4.0,4.0,16.0,16.0
Vargouille,VGtM,194.0,fiend,legacy,N,1.0,2,200.0,13.5,12.0,26.0,12.0,4.0,4.0,15.0,15.0
Vargouille Reflection,PAitM:MPP,52.0,fiend,generic,N,1.0,2,200.0,22.5,12.0,45.0,14.0,4.0,4.0,16.0,16.0
Vegepygmy,MPMotM,252.0,plant,generic,N,0.25,2,50.0,13.5,13.0,22.5,13.0,4.0,4.0,5.5,5.5
Vegepygmy,VGtM,196.0,plant,legacy,N,0.25,2,50.0,9.0,13.0,18.0,13.0,4.0,4.0,5.5,5.5
Vegepygmy Chief,MPMotM,253.0,plant,generic,N,2.0,2,450.0,33.0,14.0,48.0,14.0,4.0,4.0,20.666666,20.666666
Vegepygmy Chief,VGtM,197.0,plant,legacy,N,2.0,2,450.0,33.0,14.0,48.0,15.0,4.0,4.0,14.0,14.0
Vegepygmy Moldmaker,QftIS,218.0,plant,generic,N,3.0,2,700.0,44.0,15.0,65.0,15.0,4.0,4.0,25.0,25.0
Vegepygmy Scavenger,QftIS,218.0,plant,generic,N,0.25,2,50.0,13.5,13.0,22.5,17.0,4.0,8.0,5.5,5.5
Vegepygmy Thorny Hunter,QftIS,219.0,plant,generic,N,2.0,2,450.0,27.5,14.0,42.5,14.0,4.0,5.0,11.0,11.0
"Vegepygmy, Thorny",MPMotM,253.0,plant,generic,N,1.0,2,200.0,27.5,14.0,42.5,14.0,3.0,3.0,10.0,10.0
"Vegepygmy, Thorny",VGtM,197.0,plant,legacy,N,1.0,2,200.0,27.5,14.0,42.0,14.0,3.0,3.0,8.0,8.0
Veiled Presence,TBoMT,48.0,celestial,legendary,L,21.0,7,33000.0,300.0,20.0,435.0,22.0,14.0,16.0,111.0,133.0
Veiled Presence,TBoMT,48.0,celestial,legendary,LL,21.0,7,33000.0,300.0,20.0,435.0,22.0,14.0,16.0,129.66667,151.66667
Vellynne Harpell,IDRotF,273.0,humanoid,unique,N,4.0,2,1100.0,67.5,13.0,74.5,13.0,6.0,6.0,28.666666,28.666666
Velociraptor,MPMotM,96.0,beast,generic,N,0.25,2,50.0,10.5,13.0,10.5,13.0,4.0,5.0,10.0,10.0
Velociraptor,VGtM,140.0,beast,legacy,N,0.25,2,50.0,10.5,13.0,10.5,13.0,4.0,5.0,10.0,10.0
Velomachus Lorehold,SACoC,219.0,dragon,unique,L,25.0,8,75000.0,487.5,21.0,577.5,23.0,18.0,20.0,133.83333,133.83333
Verbeeg Longstrider,IDRotF,311.0,giant,generic,N,5.0,3,1800.0,119.0,14.0,119.0,16.0,7.0,7.0,34.0,34.0
Verbeeg Marauder,IDRotF,311.0,giant,generic,N,4.0,2,1100.0,85.0,14.0,85.0,14.0,6.0,6.0,28.0,28.0
Veteran,MM,350.0,humanoid,generic,N,3.0,2,700.0,58.5,17.0,58.5,17.0,5.0,5.0,20.0,20.0
Victoro Cassalanter,WDH,218.0,humanoid,unique,N,10.0,4,5900.0,97.5,15.0,97.5,15.0,7.0,7.0,69.333336,69.333336
Vladimir Horngaard,CoS,241.0,undead,unique,N,7.0,3,2900.0,192.0,17.0,222.0,19.0,9.0,9.0,40.0,40.0
Vlazok,VEoR,238.0,fiend,generic,N,11.0,4,7200.0,136.0,17.0,170.0,17.0,9.0,13.0,73.0,73.0
Void Scavver,SAiS:BAM,49.0,monstrosity,generic,N,11.0,4,7200.0,157.5,15.0,157.5,16.0,10.0,10.0,52.333332,52.333332
"Volothamp ""Volo"" Geddarm",ToA,235.0,humanoid,unique,N,0.25,2,50.0,31.5,11.0,31.5,11.0,3.0,3.0,3.0,3.0
Vox Seeker,EGtW,270.0,construct,generic,N,0.125,2,25.0,7.0,14.0,7.0,14.0,2.0,2.0,5.5,5.5
Vrock,MM,64.0,fiend,generic,N,6.0,3,2300.0,104.5,15.0,156.8,19.0,6.0,6.0,24.0,24.0
"Vulture, Giant",MM,329.0,beast,generic,N,1.0,2,200.0,22.5,10.0,22.5,10.0,4.0,5.0,16.0,16.0
Walking Statue of Waterdeep,WDH,219.0,construct,generic,N,18.0,6,20000.0,314.5,17.0,392.5,19.0,16.0,16.0,72.666664,72.666664
Walrus,IDRotF,312.0,beast,generic,N,0.25,2,50.0,22.5,9.0,22.5,9.0,4.0,4.0,7.0,7.0
"Walrus, Giant",IDRotF,312.0,beast,generic,N,4.0,2,1100.0,85.5,9.0,85.5,9.0,8.0,8.0,31.0,31.0
War Priest,MPMotM,254.0,humanoid,generic,N,9.0,4,5000.0,117.0,18.0,141.0,18.0,7.0,7.0,53.0,53.0
War Priest,VGtM,218.0,humanoid,legacy,N,9.0,4,5000.0,117.0,18.0,117.0,18.0,7.0,7.0,69.333336,69.333336
Warden Archon,PAitM:MPP,18.0,celestial,generic,N,8.0,3,3900.0,136.0,18.0,136.0,19.0,8.0,8.0,39.5,39.5
Warduke,TWBtW,221.0,humanoid,unique,N,5.0,3,1800.0,78.0,17.0,91.0,17.0,6.0,6.0,43.5,43.5
Warforged Colossus,ERftLW,314.0,construct,generic,N,25.0,8,75000.0,410.0,23.0,625.0,27.0,18.0,18.0,131.0,131.0
Warforged Soldier,ERftLW,320.0,humanoid,generic,N,1.0,2,200.0,30.0,16.0,30.0,16.0,5.0,5.0,12.0,12.0
Warforged Titan,ERftLW,315.0,construct,generic,N,8.0,3,3900.0,125.0,20.0,125.0,20.0,9.0,9.0,51.666668,51.666668
Warforged Warrior,VEoR,238.0,construct,generic,N,1.0,2,200.0,30.0,16.0,30.0,17.0,5.0,5.0,13.0,13.0
"Warforged, Lord of Blades",ERftLW,300.0,humanoid,unique,L,18.0,6,20000.0,195.5,19.0,195.5,21.0,11.0,11.0,161.0,161.0
Warhorse,MM,340.0,beast,generic,N,0.5,2,100.0,19.5,11.0,19.5,11.0,6.0,6.0,11.0,13.383334
Warlock of the Archfey,MPMotM,255.0,humanoid,generic,N,4.0,2,1100.0,67.5,16.0,87.5,16.0,5.0,5.0,29.0,29.0
Warlock of the Archfey,VGtM,219.0,humanoid,legacy,N,4.0,2,1100.0,49.5,14.0,69.5,14.0,6.0,6.0,16.5,16.5
Warlock of the Fiend,MPMotM,255.0,humanoid,generic,N,7.0,3,2900.0,78.0,16.0,78.0,16.0,6.0,6.0,83.5,83.5
Warlock of the Fiend,VGtM,219.0,humanoid,legacy,N,7.0,3,2900.0,78.0,15.0,117.0,15.0,7.0,7.0,79.666664,79.666664
Warlock of the Great Old One,MPMotM,256.0,humanoid,generic,N,6.0,3,2300.0,91.0,16.0,91.0,16.0,6.0,6.0,43.0,43.0
Warlock of the Great Old One,VGtM,220.0,humanoid,legacy,N,6.0,3,2300.0,91.0,15.0,91.0,15.0,7.0,7.0,52.0,52.0
Warlord,MPMotM,257.0,humanoid,legendary,L,12.0,4,8400.0,229.5,18.0,269.5,20.0,9.0,9.0,60.0,60.0
Warlord,VGtM,220.0,humanoid,legacy,L,12.0,4,8400.0,229.5,18.0,239.0,22.0,9.0,9.0,60.0,60.0
Warrior of Madarua,QftIS,220.0,humanoid,generic,N,0.125,2,25.0,11.0,12.0,11.0,13.0,4.0,4.0,6.5,6.5
"Wasp, Giant",MM,329.0,beast,generic,N,0.5,2,100.0,13.5,12.0,13.5,12.0,4.0,4.0,15.0,15.0
Wasteland Dragonnel,DSotDQ,201.0,dragon,generic,N,3.0,2,700.0,65.0,13.0,65.0,15.0,5.0,5.0,20.0,20.0
Wastrilith,MPMotM,258.0,fiend,generic,N,13.0,5,10000.0,157.5,18.0,196.9,20.0,9.0,9.0,88.0,97.333336
Wastrilith,MToF,139.0,fiend,legacy,N,13.0,5,10000.0,157.5,18.0,196.9,20.0,9.0,9.0,88.0,97.333336
Water Elemental,MM,125.0,elemental,generic,N,5.0,3,1800.0,114.0,14.0,171.0,14.0,7.0,7.0,34.666668,34.666668
Water Elemental Myrmidon,MPMotM,123.0,elemental,generic,N,7.0,3,2900.0,127.5,18.0,191.3,18.0,7.0,7.0,31.0,31.0
Water Elemental Myrmidon,MToF,203.0,elemental,legacy,N,7.0,3,2900.0,127.5,18.0,191.3,18.0,7.0,7.0,31.0,31.0
Water Elemental Myrmidon,PotA,213.0,elemental,legacy,N,7.0,3,2900.0,127.5,18.0,191.3,18.0,7.0,7.0,28.0,28.0
Water Wierd,MM,299.0,elemental,generic,N,3.0,2,700.0,58.5,13.0,117.0,13.0,5.0,5.0,13.0,13.0
Werebat,WDotMM,317.0,humanoid,generic,N,2.0,2,450.0,24.5,13.0,48.0,13.0,5.0,5.0,12.0,12.0
Werebear,MM,208.0,humanoid,generic,N,5.0,3,1800.0,135.0,11.0,270.0,11.0,7.0,7.0,26.0,26.0
Wereboar,MM,209.0,humanoid,generic,N,4.0,2,1100.0,78.0,11.0,170.0,11.0,5.0,5.0,22.333334,22.333334
Wererat,MM,209.0,humanoid,generic,N,2.0,2,450.0,33.0,12.0,66.0,12.0,4.0,4.0,10.0,10.0
Wereraven,CoS,242.0,humanoid,generic,N,2.0,2,450.0,31.5,12.0,63.0,12.0,4.0,4.0,10.0,10.0
Weretiger,MM,210.0,humanoid,generic,N,4.0,2,1100.0,120.0,12.0,240.0,12.0,5.0,5.0,16.666666,16.666666
Werevulture,TBoMT,184.0,fiend,generic,N,4.0,2,1100.0,75.0,12.0,105.0,12.0,5.0,5.0,26.0,26.0
Werewolf,MM,211.0,humanoid,generic,N,3.0,2,700.0,58.5,12.0,117.0,12.0,4.0,4.0,13.0,13.0
Wersten Kern,DSotDQ,209.0,undead,unique,N,14.0,5,11500.0,178.5,18.0,199.5,20.0,10.0,10.0,86.666664,86.666664
Whirling Chandelier,VEoR,239.0,construct,generic,N,7.0,3,2900.0,105.0,13.0,105.0,13.0,7.0,7.0,67.5,74.5
Whistler,JttRC,221.0,aberration,generic,N,9.0,4,5000.0,180.0,15.0,180.0,19.0,8.0,8.0,52.0,52.0
White Abishai,MPMotM,41.0,fiend,generic,N,6.0,3,2300.0,68.0,15.0,136.0,17.0,6.0,6.0,26.0,35.0
White Abishai,MToF,163.0,fiend,legacy,N,6.0,3,2300.0,68.0,15.0,136.0,17.0,6.0,6.0,17.0,26.0
White Dragon Wyrmling,MM,102.0,dragon,generic,N,2.0,2,450.0,32.5,16.0,32.5,18.0,4.0,4.0,28.0,28.0
"White Dragon, Adult",MM,101.0,dragon,legendary,L,13.0,5,10000.0,200.0,18.0,290.0,20.0,11.0,11.0,112.333336,112.333336
"White Dragon, Ancient",MM,100.0,dragon,legendary,LL,20.0,6,25000.0,333.0,20.0,423.0,22.0,14.0,14.0,155.0,155.0
"White Dragon, Young",MM,101.0,dragon,generic,N,6.0,3,2300.0,133.0,17.0,133.0,19.0,7.0,7.0,54.666668,54.666668
White Greatwyrm,FToD,168.0,dragon,legendary,L,27.0,8,105000.0,533.0,22.0,653.0,24.0,18.0,18.0,183.0,183.0
White Maw,TftYP,248.0,ooze,unique,N,10.0,4,5900.0,217.0,5.0,217.0,5.0,8.0,8.0,93.0,93.0
Wiggan Nettlebee,PotA,211.0,humanoid,unique,N,2.0,2,450.0,36.0,16.0,36.0,16.0,4.0,4.0,24.666666,24.666666
Wight,MM,300.0,undead,generic,N,3.0,2,700.0,45.0,14.0,90.0,14.0,4.0,4.0,15.0,15.0
Will-o'-wisp,MM,301.0,undead,generic,N,2.0,2,450.0,22.5,19.0,22.5,19.0,4.0,4.0,9.0,9.0
Windharrow,PotA,192.0,humanoid,unique,N,3.0,2,700.0,55.0,15.0,55.0,15.0,5.0,5.0,41.333332,41.333332
Winged Bull,MOoT,214.0,celestial,generic,N,4.0,2,1100.0,95.0,12.0,95.0,12.0,7.0,7.0,24.333334,24.333334
Winged Lion,MOoT,214.0,celestial,generic,N,4.0,2,1100.0,114.0,13.0,114.0,13.0,7.0,7.0,20.666666,20.666666
"Witch, Blood",GGtR,248.0,humanoid,generic,N,7.0,3,2900.0,78.0,15.0,78.0,15.0,7.0,7.0,47.666668,47.666668
Witchlight Hand,TWBtW,27.0,humanoid,generic,N,0.125,2,25.0,9.0,12.0,9.0,12.0,4.0,4.0,4.5,4.5
Witherbloom Apprentice,SACoC,221.0,humanoid,generic,N,2.0,2,450.0,44.0,13.0,59.0,13.0,4.0,4.0,16.5,18.833334
Witherbloom Pledgemage,SACoC,222.0,humanoid,generic,N,4.0,2,1100.0,66.0,15.0,88.0,15.0,5.0,9.0,26.5,28.833334
Witherbloom Professor of Decay,SACoC,223.0,humanoid,generic,N,7.0,3,2900.0,105.0,14.0,125.0,16.0,7.0,7.0,39.0,39.0
Witherbloom Professor of Growth,SACoC,223.0,humanoid,generic,N,7.0,3,2900.0,112.5,13.0,180.5,15.0,7.0,7.0,49.0,49.0
"Wizard, Abjurer",MPMotM,260.0,humanoid,generic,N,9.0,4,5000.0,104.0,15.0,156.0,15.0,8.0,8.0,72.0,72.0
"Wizard, Abjurer",VGtM,209.0,humanoid,legacy,N,9.0,4,5000.0,84.5,15.0,129.0,17.0,8.0,8.0,80.666664,80.666664
"Wizard, Conjurer",MPMotM,260.0,humanoid,generic,N,6.0,3,2300.0,58.5,15.0,88.5,15.0,6.0,6.0,67.0,67.0
"Wizard, Conjurer",VGtM,212.0,humanoid,legacy,N,6.0,3,2300.0,40.5,15.0,60.0,15.0,6.0,6.0,67.333336,67.333336
"Wizard, Diviner",MPMotM,261.0,humanoid,generic,N,8.0,3,3900.0,90.0,15.0,110.0,17.0,7.0,7.0,71.0,71.0
"Wizard, Diviner",VGtM,213.0,humanoid,legacy,N,8.0,3,3900.0,67.5,15.0,100.5,15.0,7.0,7.0,83.333336,83.333336
"Wizard, Enchanter",MPMotM,261.0,humanoid,generic,N,5.0,3,1800.0,49.5,15.0,69.5,15.0,6.0,6.0,58.5,65.166664
"Wizard, Enchanter",VGtM,213.0,humanoid,legacy,N,5.0,3,1800.0,40.5,15.0,70.5,15.0,6.0,6.0,67.333336,67.333336
"Wizard, Evoker",MPMotM,262.0,humanoid,generic,N,9.0,4,5000.0,121.0,15.0,121.0,15.0,7.0,7.0,106.0,106.0
"Wizard, Evoker",VGtM,214.0,humanoid,legacy,N,9.0,4,5000.0,66.0,15.0,99.0,20.0,7.0,7.0,102.0,102.0
"Wizard, Illusionist",MPMotM,263.0,humanoid,generic,N,3.0,2,700.0,44.0,15.0,44.0,19.0,5.0,5.0,28.0,28.0
"Wizard, Illusionist",VGtM,214.0,humanoid,legacy,N,3.0,2,700.0,38.5,15.0,38.5,17.0,5.0,5.0,31.0,31.0
"Wizard, Necromancer",MPMotM,264.0,humanoid,generic,N,9.0,4,5000.0,110.0,15.0,119.0,15.0,7.0,7.0,75.0,102.5
"Wizard, Necromancer",VGtM,217.0,humanoid,legacy,N,9.0,4,5000.0,66.0,15.0,121.5,15.0,7.0,7.0,50.0,50.0
"Wizard, Transmuter",MPMotM,265.0,humanoid,generic,N,5.0,3,1800.0,49.5,15.0,49.5,15.0,6.0,6.0,58.5,58.5
"Wizard, Transmuter",VGtM,218.0,humanoid,legacy,N,5.0,3,1800.0,40.5,15.0,60.0,17.0,6.0,6.0,67.333336,67.333336
Woe Strider,MOoT,247.0,aberration,generic,N,7.0,3,2900.0,110.5,17.0,110.5,17.0,7.0,7.0,49.0,49.0
Wolf,MM,341.0,beast,generic,N,0.25,2,50.0,11.0,13.0,11.0,13.0,4.0,5.0,7.0,7.0
Wolf-in-Sheep’s-Clothing,QftIS,221.0,plant,generic,N,7.0,3,2900.0,112.5,16.0,112.5,16.0,8.0,8.0,33.5,33.5
"Wolf, Dire",MM,321.0,beast,generic,N,1.0,2,200.0,37.5,14.0,37.5,14.0,5.0,6.0,10.0,10.0
"Wolf, Winter",MM,340.0,monstrosity,generic,N,3.0,2,700.0,75.0,13.0,75.0,13.0,6.0,7.0,19.333334,19.333334
Wood Woad,MPMotM,266.0,plant,generic,N,5.0,3,1800.0,75.0,18.0,105.0,18.0,7.0,7.0,28.0,28.0
Wood Woad,VGtM,198.0,plant,legacy,N,5.0,3,1800.0,75.0,18.0,105.0,18.0,7.0,7.0,28.0,28.0
Worg,MM,341.0,monstrosity,generic,N,0.5,2,100.0,26.0,13.0,26.0,13.0,5.0,6.0,10.0,10.0
Worker Robot,QftIS,215.0,construct,generic,N,3.0,2,700.0,75.0,13.0,112.5,13.0,7.0,7.0,19.0,19.0
Wraith,MM,302.0,undead,generic,N,5.0,3,1800.0,67.5,13.0,101.3,13.0,6.0,6.0,21.0,21.0
Wretched Sorrowsworn,MPMotM,224.0,monstrosity,generic,N,0.25,2,50.0,10.0,15.0,20.0,15.0,3.0,4.0,6.5,6.5
Wretched Sorrowsworn,MToF,233.0,monstrosity,legacy,N,0.25,2,50.0,10.0,15.0,20.0,15.0,3.0,4.0,6.5,6.5
