Book,Page,Size,Type,CR,PB,Str,Dex,Con,Int,Wis,Cha,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save
Mythic Odysseys of Theros,254,Gargantuan,Monstrosity,26.0,8,30,11,29,22,11,10,10,0,9,6,0,0,10,0,9,14,8,0
Guildmasters' Guide to Ravnica,252,Large,Fey,18.0,6,19,14,20,16,30,25,4,2,5,3,10,7,4,2,11,3,16,13
Eberron: Rising from the Last War,307,Medium,Aberration,7.0,3,17,14,18,14,14,16,3,2,4,2,2,3,3,2,4,2,5,6
Basic Rules,157,Small,Plant,0.125,2,6,13,12,4,8,3,-2,1,1,-3,-1,-4,-2,1,1,-3,-1,-4
Mythic Odysseys of Theros,215,Medium,Monstrosity,2.0,2,15,14,14,3,13,6,2,2,2,-4,1,-2,2,2,2,-4,1,-2
Infernal Machine Rebuild,89,Large,Beast,1.0,2,15,10,13,2,10,5,2,0,1,-4,0,-3,2,0,1,-4,0,-3
Infernal Machine Rebuild,90,Large,Monstrosity,3.0,2,20,12,17,3,12,7,5,1,3,-4,1,-2,5,1,3,-4,1,-2
Mythic Odysseys of Theros,246,Huge,Monstrosity,15.0,5,24,10,20,7,12,13,7,0,5,-2,1,1,7,0,10,-2,1,1
Basic Rules,157,Huge,Beast,8.0,3,25,10,19,2,12,9,7,0,4,-4,1,-1,7,0,4,-4,1,-1
,,Huge,Undead,8.0,3,25,6,19,1,3,5,7,-2,4,-5,-4,-3,7,-2,4,-5,-4,-3
Explorer's Guide to Wildemount,301,Gargantuan,Fiend,16.0,5,26,14,22,3,11,10,8,2,6,-4,0,0,13,2,11,-4,0,0
Baldur's Gate: Descent into Avernus,70,Medium,Humanoid,5.0,3,17,14,16,11,10,17,3,2,3,0,0,3,3,2,6,0,3,3
Mordenkainen Presents: Monsters of the Multiverse,249,Large,Aberration,9.0,4,15,12,15,21,19,21,2,1,2,5,4,5,2,1,2,9,8,9
Volo's Guide to Monsters,175,Large,Aberration,9.0,4,15,12,15,21,19,21,2,1,2,5,4,5,2,1,2,9,8,9
Monster Manual,314,Medium,Fiend,13.0,5,16,16,18,18,15,19,3,3,4,4,2,4,3,3,4,4,2,4
Monster Manual,292,Large,Monstrosity,5.0,3,20,13,16,9,10,10,5,1,3,-1,0,0,5,1,3,-1,0,0
Guildmasters' Guide to Ravnica,222,Medium,Monstrosity,6.0,3,16,18,16,17,12,15,3,4,3,3,1,2,3,4,3,3,1,2
Mythic Odysseys of Theros,215,Large,Monstrosity,6.0,3,19,12,18,10,16,9,4,1,4,0,3,-1,4,1,4,0,3,-1
Eberron: Rising from the Last War,311,Medium,Undead,10.0,4,16,10,14,17,21,16,3,0,2,3,5,3,3,0,6,7,9,3
Eberron: Rising from the Last War,311,Medium,Undead,2.0,2,16,12,14,11,13,14,3,1,2,0,1,2,3,1,2,0,1,2
Basic Rules,351,Large,Celestial,5.0,3,18,14,15,11,17,16,4,2,2,0,3,3,4,2,2,0,3,3
Van Richten’s Guide to Ravenloft,250,Huge,Monstrosity,8.0,3,21,13,19,3,14,17,5,1,4,-4,2,3,5,1,7,-4,5,3
Storm King's Thunder,243,Medium,Humanoid,2.0,2,14,12,13,10,15,12,2,1,1,0,2,1,2,1,1,0,2,1
,,Medium,Humanoid,13.0,5,10,14,12,20,11,16,0,2,1,5,0,3,2,4,3,12,7,5
Eberron: Rising from the Last War,312,Tiny,Fey,0.125,2,8,18,10,9,16,11,-1,4,0,-1,3,0,-1,4,0,-1,3,0
Eberron: Rising from the Last War,312,Medium,Fey,0.5,2,17,15,14,10,15,11,3,2,2,0,2,0,3,2,2,0,2,0
Eberron: Rising from the Last War,313,Large,Fey,0.5,2,14,16,14,10,15,11,2,3,2,0,2,0,2,3,2,0,2,0
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,62,Medium,Undead,2.0,2,12,14,18,10,11,12,1,2,4,0,0,1,1,2,4,0,0,1
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,63,Medium,Undead,6.0,3,15,16,18,12,13,16,2,3,4,1,1,3,2,3,7,1,4,6
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,63,Medium,Undead,5.0,3,12,14,18,13,14,15,1,2,4,1,2,2,1,2,4,1,5,5
Basic Rules,352,Medium,Undead,13.0,5,18,18,18,17,15,18,4,4,4,3,2,4,4,9,4,3,7,9
Basic Rules,354,Medium,Undead,5.0,3,16,16,16,11,10,12,3,3,3,0,0,1,3,6,3,0,3,1
,,Medium,Aberration,2.0,2,14,18,13,12,13,7,2,4,1,1,1,-2,2,4,1,1,1,-2
,,Large,Construct,8.0,3,16,14,18,6,10,5,3,2,4,-2,0,-3,3,2,4,-2,0,-3
Van Richten’s Guide to Ravenloft,252,Medium,Undead,5.0,3,18,18,18,5,15,18,4,4,4,-3,2,4,4,7,4,0,5,7
Mordenkainen Presents: Monsters of the Multiverse,250,Medium,Undead,3.0,2,6,16,16,6,12,7,-2,3,3,-2,1,-2,-2,3,3,-2,3,-2
Dead in Thay,247,Medium,Undead,3.0,2,6,16,16,6,12,7,-2,3,3,-2,1,-2,-2,3,3,-2,3,-2
Princes of the Apocalypse,203,Medium,Humanoid,9.0,4,11,16,17,12,13,19,0,3,3,1,1,4,0,3,3,1,1,4
Volo's Guide to Monsters,195,Tiny,Fiend,1.0,2,6,14,14,4,7,2,-2,2,2,-3,-2,-4,-2,2,2,-3,-2,-4
Mordenkainen Presents: Monsters of the Multiverse,251,Tiny,Fiend,1.0,2,6,14,14,4,7,2,-2,2,2,-3,-2,-4,-2,2,2,-3,-2,-4
,,Medium,Undead,26.0,8,14,16,18,22,24,16,2,3,4,6,7,3,2,3,12,14,15,3
Mordenkainen Presents: Monsters of the Multiverse,252,Small,Plant,0.25,2,7,14,13,6,11,7,-2,2,1,-2,0,-2,-2,2,1,-2,0,-2
Volo's Guide to Monsters,196,Small,Plant,0.25,2,7,14,13,6,11,7,-2,2,1,-2,0,-2,-2,2,1,-2,0,-2
Volo's Guide to Monsters,197,Small,Plant,2.0,2,14,14,14,7,12,9,2,2,2,-2,1,-1,2,2,2,-2,1,-1
Mordenkainen Presents: Monsters of the Multiverse,253,Small,Plant,2.0,2,14,14,14,7,12,9,2,2,2,-2,1,-1,2,2,2,-2,1,-1
Icewind Dale: Rime of the Frostmaiden,273,Medium,Humanoid,4.0,2,10,12,17,18,15,13,0,1,3,4,2,1,0,1,3,6,4,1
Mordenkainen Presents: Monsters of the Multiverse,96,Tiny,Beast,0.25,2,6,14,13,4,12,6,-2,2,1,-3,1,-2,-2,2,1,-3,1,-2
Volo's Guide to Monsters,140,Tiny,Beast,0.25,2,6,14,13,4,12,6,-2,2,1,-3,1,-2,-2,2,1,-3,1,-2
Strixhaven: A Curriculum of Chaos,219,Gargantuan,Dragon,25.0,8,30,14,29,30,20,18,10,2,9,10,5,4,10,10,17,10,13,12
Mordenkainen Presents: Monsters of the Multiverse,248,Large,Giant,7.0,3,18,13,20,7,9,7,4,1,5,-2,-1,-2,4,1,5,-2,-1,-2
Mordenkainen’s Tome of Foes,245,Large,Giant,7.0,3,18,13,20,7,9,7,4,1,5,-2,-1,-2,4,1,5,-2,-1,-2
Icewind Dale: Rime of the Frostmaiden,311,Large,Giant,5.0,3,19,15,16,13,14,10,4,2,3,1,2,0,4,5,6,1,5,0
Icewind Dale: Rime of the Frostmaiden,311,Large,Giant,4.0,2,19,11,16,11,10,9,4,0,3,0,0,-1,4,2,5,0,0,-1
Critical Role: Call of the Netherdeep,51,Medium,Humanoid,5.0,3,18,15,14,13,14,16,4,2,2,1,2,3,7,2,5,1,5,3
Basic Rules,403,Medium,Humanoid,3.0,2,16,13,14,10,11,10,3,1,2,0,0,0,3,1,2,0,0,0
Acquisitions Incorporated,198,Medium,Humanoid,5.0,3,12,20,14,10,8,14,1,5,2,0,-1,2,1,8,2,3,-1,2
,,Medium,Humanoid,10.0,4,13,13,14,16,17,18,1,1,2,3,3,4,1,1,6,3,7,4
Monster Manual,32,Medium,Plant,0.5,2,15,8,14,5,10,3,2,-1,2,-3,0,-4,2,-1,2,-3,0,-4
Basic Rules,309,Medium,Plant,0.25,2,3,1,10,1,3,1,-4,-5,0,-5,-4,-5,-4,-5,0,-5,-4,-5
Spelljammer: Adventures in Space  Boo’s Astral Menagerie,49,Huge,Monstrosity,11.0,4,22,16,19,4,13,5,6,3,4,-3,1,-3,6,3,4,-3,1,-3
,,Medium,Humanoid,0.25,2,9,12,10,15,11,16,-1,1,0,2,0,3,-1,1,2,2,2,3
,,Tiny,Construct,0.125,2,2,10,12,1,10,1,-4,0,1,-5,0,-5,-4,0,1,-5,0,-5
Basic Rules,273,Large,Fiend,6.0,3,17,15,18,8,13,8,3,2,4,-1,1,-1,3,5,4,-1,4,2
Basic Rules,157,Medium,Beast,0.0,2,7,10,13,2,12,4,-2,0,1,-4,1,-3,-2,0,1,-4,1,-3
,,Gargantuan,Construct,18.0,6,30,8,27,1,10,1,10,-1,8,-5,0,-5,10,-1,14,-5,0,-5
Acquisitions Incorporated,204,Medium,Humanoid,3.0,2,8,16,14,10,18,10,-1,3,2,0,4,0,-1,3,2,2,6,0
Icewind Dale: Rime of the Frostmaiden,312,Large,Beast,0.25,2,15,9,14,3,11,4,2,-1,2,-4,0,-3,2,-1,2,-4,0,-3
Mordenkainen Presents: Monsters of the Multiverse,254,Medium,Humanoid,9.0,4,16,10,14,11,17,13,3,0,2,0,3,1,3,0,6,0,7,1
Volo's Guide to Monsters,218,Medium,Humanoid,9.0,4,16,10,14,11,17,13,3,0,2,0,3,1,3,0,6,0,7,1
The Wild Beyond the Witchlight,221,Medium,Humanoid,5.0,3,16,11,14,9,11,11,3,0,2,-1,0,0,6,0,5,-1,0,0
Eberron: Rising from the Last War,314,Gargantuan,Construct,25.0,8,30,11,30,3,11,8,10,0,10,-4,0,-1,10,0,10,4,8,7
Eberron: Rising from the Last War,320,Medium,Humanoid,1.0,2,16,12,16,10,14,11,3,1,3,0,2,0,3,1,3,0,2,0
Eberron: Rising from the Last War,315,Huge,Construct,8.0,3,23,8,22,3,11,1,6,-1,6,-4,0,-5,6,-1,6,-4,0,-5
Basic Rules,157,Large,Beast,0.5,2,18,12,13,2,12,7,4,1,1,-4,1,-2,4,1,1,-4,1,-2
Basic Rules,346,Large,Undead,0.5,2,18,12,15,2,8,5,4,1,2,-4,-1,-3,4,1,2,-4,-1,-3
Volo's Guide to Monsters,219,Medium,Humanoid,4.0,2,9,13,11,11,12,18,-1,1,0,0,1,4,-1,1,0,0,3,6
Mordenkainen Presents: Monsters of the Multiverse,255,Medium,Humanoid,4.0,2,9,16,11,11,12,18,-1,3,0,0,1,4,-1,3,0,0,3,6
Mordenkainen Presents: Monsters of the Multiverse,255,Medium,Humanoid,7.0,3,10,16,15,12,12,18,0,3,2,1,1,4,0,3,2,1,4,7
Volo's Guide to Monsters,219,Medium,Humanoid,7.0,3,10,14,15,12,12,18,0,2,2,1,1,4,0,2,2,1,4,7
Volo's Guide to Monsters,220,Medium,Humanoid,6.0,3,9,14,15,12,12,18,-1,2,2,1,1,4,-1,2,2,1,4,7
Mordenkainen Presents: Monsters of the Multiverse,256,Medium,Humanoid,6.0,3,9,16,15,12,12,18,-1,3,2,1,1,4,-1,3,2,1,4,7
Mordenkainen Presents: Monsters of the Multiverse,257,Medium,Humanoid,12.0,4,20,16,18,12,12,18,5,3,4,1,1,4,9,7,8,1,1,4
Volo's Guide to Monsters,220,Medium,Humanoid,12.0,4,20,16,18,12,12,18,5,3,4,1,1,4,9,7,8,1,1,4
Mordenkainen Presents: Monsters of the Multiverse,258,Large,Fiend,13.0,5,19,18,21,19,12,14,4,4,5,4,1,2,9,4,10,4,1,2
Mordenkainen’s Tome of Foes,139,Large,Fiend,13.0,5,19,18,21,19,12,14,4,4,5,4,1,2,9,4,10,4,1,2
Basic Rules,158,Large,Elemental,5.0,3,18,14,18,5,10,8,4,2,4,-3,0,-1,4,2,4,-3,0,-1
Princes of the Apocalypse,213,Medium,Elemental,7.0,3,18,14,16,8,10,10,4,2,3,-1,0,0,4,2,3,-1,0,0
Mordenkainen Presents: Monsters of the Multiverse,123,Medium,Elemental,7.0,3,18,14,16,8,10,10,4,2,3,-1,0,0,4,2,3,-1,0,0
Monster Manual,299,Large,Elemental,3.0,2,17,16,13,11,10,10,3,3,1,0,0,0,3,3,1,0,0,0
Basic Rules,158,Tiny,Beast,0.0,2,3,16,8,2,12,3,-4,3,-1,-4,1,-4,-4,3,-1,-4,1,-4
,,Small,Humanoid,2.0,2,8,17,10,10,12,8,-1,3,0,0,1,-1,-1,3,0,0,1,-1
Basic Rules,326,Medium,Humanoid,5.0,3,19,10,17,11,12,12,4,0,3,0,1,1,4,0,3,0,1,1
Basic Rules,327,Medium,Humanoid,4.0,2,17,10,15,10,11,8,3,0,2,0,0,-1,3,0,2,0,0,-1
Basic Rules,327,Medium,Humanoid,2.0,2,10,15,12,11,10,8,0,2,1,0,0,-1,0,2,1,0,0,-1
Curse of Strahd,242,Medium,Humanoid,2.0,2,10,15,11,13,15,14,0,2,0,1,2,2,0,2,0,1,2,2
Basic Rules,328,Medium,Humanoid,4.0,2,17,15,16,10,13,11,3,2,3,0,1,0,3,2,3,0,1,0
Basic Rules,158,Medium,Humanoid,3.0,2,15,13,14,10,11,10,2,1,2,0,0,0,2,1,2,0,0,0
Journeys through the Radiant Citadel,221,Large,Aberration,9.0,4,13,16,14,15,16,18,1,3,2,2,3,4,1,7,2,2,3,8
Mordenkainen Presents: Monsters of the Multiverse,41,Medium,Fiend,6.0,3,16,11,18,11,12,13,3,0,4,0,1,1,6,0,7,0,1,1
Mordenkainen’s Tome of Foes,163,Medium,Fiend,6.0,3,16,11,18,11,12,13,3,0,4,0,1,1,6,0,7,0,1,1
Basic Rules,290,Medium,Dragon,2.0,2,14,10,14,5,10,11,2,0,2,-3,0,0,2,2,4,-3,2,2
Dead in Thay,248,Gargantuan,Ooze,10.0,4,18,1,20,12,10,3,4,-5,5,1,0,-4,4,-5,5,1,0,-4
,,Medium,Humanoid,5.0,3,12,10,16,10,15,14,1,0,3,0,2,2,1,0,3,0,2,2
Princes of the Apocalypse,211,Small,Humanoid,2.0,2,8,12,12,14,15,13,-1,1,1,2,2,1,-1,1,1,2,2,1
Basic Rules,159,Medium,Undead,3.0,2,15,14,16,10,13,15,2,2,3,0,1,2,2,2,3,0,1,2
Basic Rules,355,Tiny,Undead,2.0,2,1,28,10,13,14,11,-5,9,0,1,2,0,-5,9,0,1,2,0
Princes of the Apocalypse,192,Medium,Humanoid,3.0,2,10,16,12,14,10,17,0,3,1,2,0,3,0,3,1,2,0,3
Mythic Odysseys of Theros,214,Large,Celestial,4.0,2,20,14,18,6,10,5,5,2,4,-2,0,-3,5,2,4,-2,0,-3
Monster Manual,195,Small,Humanoid,0.25,2,7,16,9,8,7,8,-2,3,-1,-1,-2,-1,-2,3,-1,-1,-2,-1
Mythic Odysseys of Theros,214,Large,Celestial,4.0,2,20,16,18,6,14,5,5,3,4,-2,2,-3,5,3,4,-2,2,-3
Guildmasters' Guide to Ravnica,221,Small,Construct,0.5,2,9,15,12,8,9,8,-1,2,1,-1,-1,-1,-1,4,1,-1,-1,-1
Mordenkainen’s Tome of Foes,197,Medium,Fey,10.0,4,11,10,16,18,17,13,0,0,3,4,3,1,0,0,3,4,3,1
Mordenkainen Presents: Monsters of the Multiverse,117,Medium,Fey,10.0,4,11,16,16,18,17,13,0,3,3,4,3,1,0,3,3,4,3,1
Basic Rules,159,Large,Monstrosity,3.0,2,18,13,14,7,12,8,4,1,2,-2,1,-1,4,1,2,-2,1,-1
The Wild Beyond the Witchlight,27,Medium or Small,Humanoid,0.125,2,10,14,11,12,13,12,0,2,0,1,1,1,0,2,0,1,1,1
Strixhaven: A Curriculum of Chaos,221,Medium or Small,Humanoid,2.0,2,10,14,13,12,15,11,0,2,1,1,2,0,0,2,3,1,4,0
Strixhaven: A Curriculum of Chaos,222,Medium or Small,Humanoid,4.0,2,10,15,13,14,17,11,0,2,1,2,3,0,0,2,3,2,5,0
Strixhaven: A Curriculum of Chaos,223,Medium or Small,Humanoid,7.0,3,11,14,16,16,19,13,0,2,3,3,4,1,0,2,6,6,7,4
Strixhaven: A Curriculum of Chaos,223,Medium or Small,Humanoid,7.0,3,11,13,16,16,19,13,0,1,3,3,4,1,0,1,6,6,7,4
Mythic Odysseys of Theros,247,Large,Aberration,7.0,3,18,15,16,8,14,14,4,2,3,-1,2,2,4,2,3,-1,2,2
Basic Rules,159,Medium,Beast,0.25,2,12,15,12,3,12,6,1,2,1,-4,1,-2,1,2,1,-4,1,-2
Mordenkainen Presents: Monsters of the Multiverse,266,Medium,Plant,5.0,3,18,12,16,10,13,8,4,1,3,0,1,-1,4,1,3,0,1,-1
Volo's Guide to Monsters,198,Medium,Plant,5.0,3,18,12,16,10,13,8,4,1,3,0,1,-1,4,1,3,0,1,-1
Basic Rules,160,Large,Monstrosity,0.5,2,16,13,13,7,11,8,3,1,1,-2,0,-1,3,1,1,-2,0,-1
Basic Rules,355,Medium,Undead,5.0,3,6,16,16,12,14,15,-2,3,3,1,2,2,-2,3,3,1,2,2
Mordenkainen Presents: Monsters of the Multiverse,224,Small,Monstrosity,0.25,2,7,12,9,5,6,5,-2,1,-1,-3,-2,-3,-2,1,-1,-3,-2,-3
Guildmasters' Guide to Ravnica,225,Huge,Monstrosity,14.0,5,24,10,22,3,12,4,7,0,6,-4,1,-3,7,0,11,-4,6,-3
Journeys through the Radiant Citadel,33,Tiny,Fey,0.5,2,3,20,13,10,14,16,-4,5,1,0,2,3,-4,5,1,0,2,3
Basic Rules,160,Large,Dragon,6.0,3,19,10,16,5,12,6,4,0,3,-3,1,-2,4,0,3,-3,1,-2
,,Medium,Humanoid,7.0,3,10,11,14,18,16,18,0,0,2,4,3,4,0,0,2,7,6,4
Icewind Dale: Rime of the Frostmaiden,287,Medium,Humanoid,5.0,3,16,11,18,12,13,18,3,0,4,1,1,4,3,0,4,1,4,7
Mordenkainen's Fiendish Folio Volume 1,21,Medium,Monstrosity,3.0,2,14,18,13,11,14,9,2,4,1,0,2,-1,2,4,1,0,2,-1
Basic Rules,356,Medium,Elemental,5.0,3,17,10,22,11,10,11,3,0,6,0,0,0,3,0,6,0,0,0
Volo's Guide to Monsters,200,Small,Humanoid,0.125,2,8,14,10,8,7,7,-1,2,0,-1,-2,-2,-1,2,0,-1,-2,-2
Mordenkainen Presents: Monsters of the Multiverse,267,Small,Monstrosity,0.125,2,8,14,10,8,7,7,-1,2,0,-1,-2,-2,-1,2,0,-1,-2,-2
Volo's Guide to Monsters,200,Small,Humanoid,1.0,2,8,14,12,8,11,12,-1,2,1,-1,0,1,-1,2,1,-1,0,1
Mordenkainen Presents: Monsters of the Multiverse,267,Small,Monstrosity,1.0,2,8,14,12,8,11,12,-1,2,1,-1,0,1,-1,2,1,-1,0,1
Mordenkainen Presents: Monsters of the Multiverse,268,Large,Fiend,11.0,4,19,14,21,16,15,18,4,2,5,3,2,4,4,6,5,7,6,8
Mordenkainen’s Tome of Foes,252,Large,Fiend,11.0,4,19,14,21,16,15,18,4,2,5,3,2,4,4,6,5,7,6,8
,,Large,Monstrosity,4.0,2,16,11,15,14,18,14,3,0,2,2,4,2,3,0,2,2,4,2
,,Large,Monstrosity,3.0,2,18,11,15,14,15,14,4,0,2,2,2,2,4,0,2,2,2,2
Princes of the Apocalypse,220,Huge,Elemental,18.0,6,18,24,24,16,21,23,4,7,7,3,5,6,4,13,7,3,11,12
,,Huge,Fiend,24.0,7,29,16,26,16,24,15,9,3,8,3,7,2,9,10,15,3,14,2
Mordenkainen Presents: Monsters of the Multiverse,270,Huge,Fiend,24.0,7,29,16,26,16,24,15,9,3,8,3,7,2,9,10,15,3,14,2
,,Medium,Plant,2.0,2,12,3,12,1,10,3,1,-4,1,-5,0,-4,1,-4,1,-5,0,-4
,,Medium,Undead,0.25,2,13,9,12,1,6,3,1,-1,1,-5,-2,-4,1,-1,1,-5,-2,-4
,,Large,Monstrosity,4.0,2,12,10,14,13,15,10,1,0,2,1,2,0,1,0,2,1,2,0
Volo's Guide to Monsters,201,Large,Fey,4.0,2,18,17,16,5,12,7,4,3,3,-3,1,-2,4,3,3,-3,1,-2
Mordenkainen Presents: Monsters of the Multiverse,271,Large,Fey,4.0,2,18,17,16,5,12,7,4,3,3,-3,1,-2,4,3,3,-3,1,-2
Basic Rules,160,Large,Monstrosity,3.0,2,18,13,16,8,12,7,4,1,3,-1,1,-2,4,1,3,-1,1,-2
Icewind Dale: Rime of the Frostmaiden,313,Small,Monstrosity,0.125,2,10,11,12,6,8,5,0,0,1,-2,-1,-3,0,0,1,-2,-1,-3
Monstrous Compendium Volume One: Spelljammer Creatures,13,Gargantuan,Plant,7.0,3,20,10,15,3,10,3,5,0,2,-4,0,-4,5,0,2,-4,0,-4
Mordenkainen's Fiendish Folio Volume 1,20,Large,Aberration,23.0,7,24,18,24,20,16,26,7,4,7,5,3,8,14,4,14,5,3,15
Explorer's Guide to Wildemount,223,Medium,Humanoid,0.5,2,11,16,12,14,13,11,0,3,1,2,1,0,0,3,1,2,1,0
Monster Manual,65,Medium,Fiend,10.0,4,15,14,18,13,15,15,2,2,4,1,2,2,2,6,4,5,6,6
Fizban's Treasury of Dragons,161,Large,Dragon,9.0,4,21,12,21,18,15,19,5,1,5,4,2,4,5,5,9,4,6,8
Basic Rules,281,Large,Dragon,7.0,3,19,14,17,12,11,15,4,2,3,1,0,2,4,5,6,1,3,5
Basic Rules,283,Large,Dragon,9.0,4,21,10,19,14,13,17,5,0,4,2,1,3,5,4,8,2,5,7
Basic Rules,292,Large,Dragon,6.0,3,19,10,17,12,11,15,4,0,3,1,0,2,4,3,6,1,3,5
Basic Rules,295,Large,Dragon,8.0,3,21,10,19,14,13,17,5,0,4,2,1,3,5,3,7,2,4,6
Basic Rules,297,Large,Dragon,7.0,3,19,12,17,16,13,15,4,1,3,3,1,2,4,4,6,3,4,5
Fizban's Treasury of Dragons,172,Large,Dragon,5.0,3,17,12,18,16,14,17,3,1,4,3,2,3,3,4,7,3,5,6
Fizban's Treasury of Dragons,175,Large,Dragon,5.0,3,18,13,16,12,14,16,4,1,3,1,2,3,4,4,6,1,5,6
Fizban's Treasury of Dragons,192,Huge,Dragon,10.0,4,21,10,19,10,12,12,5,0,4,0,1,1,5,4,8,0,5,1
Fizban's Treasury of Dragons,197,Large,Dragon,8.0,3,21,12,19,16,14,16,5,1,4,3,2,3,5,4,7,3,5,6
Basic Rules,300,Large,Dragon,10.0,4,23,14,21,16,13,20,6,2,5,3,1,5,6,6,9,3,5,9
Basic Rules,161,Large,Dragon,8.0,3,19,12,17,16,13,15,4,1,3,3,1,2,4,4,6,3,4,5
,,Huge,Monstrosity,14.0,5,24,11,20,19,15,17,7,0,5,4,2,3,12,5,10,9,7,3
Mordenkainen Presents: Monsters of the Multiverse,168,Small,Monstrosity,0.125,2,13,16,13,4,10,6,1,3,1,-3,0,-2,1,3,1,-3,0,-2
Mordenkainen’s Tome of Foes,211,Small,Monstrosity,0.125,2,13,16,13,4,10,6,1,3,1,-3,0,-2,1,3,1,-3,0,-2
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,35,Large,Dragon,7.0,3,19,12,18,8,10,13,4,1,4,-1,0,1,4,1,7,-1,3,1
Fizban's Treasury of Dragons,213,Large,Dragon,8.0,3,18,16,17,18,17,19,4,3,3,4,3,4,4,3,6,7,6,7
Basic Rules,288,Large,Dragon,10.0,4,23,10,21,14,11,19,6,0,5,2,0,4,6,4,9,2,4,8
Monster Manual,85,Large,Dragon,13.0,5,23,10,21,14,11,19,6,0,5,2,0,4,6,4,9,2,4,8
Monster Manual,258,Large,Monstrosity,5.0,3,18,13,17,3,10,4,4,1,3,-4,0,-3,4,1,3,-4,0,-3
Fizban's Treasury of Dragons,216,Large,Dragon,9.0,4,21,14,20,16,15,16,5,2,5,3,2,3,5,6,9,3,6,7
Fizban's Treasury of Dragons,219,Huge,Dragon,8.0,3,19,12,17,11,13,10,4,1,3,0,1,0,7,1,6,0,1,0
Basic Rules,303,Large,Dragon,9.0,4,23,10,21,14,11,19,6,0,5,2,0,4,6,4,9,2,4,8
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,53,Large,Dragon,9.0,4,20,15,20,13,14,12,5,2,5,1,2,1,5,6,9,1,6,5
Fizban's Treasury of Dragons,223,Large,Dragon,7.0,3,17,12,15,16,15,16,3,1,2,3,2,3,3,4,5,3,5,6
Basic Rules,290,Large,Dragon,6.0,3,18,10,18,6,11,12,4,0,4,-2,0,1,4,3,7,-2,3,4
Monster Manual,308,Large,Monstrosity,7.0,3,19,16,17,17,15,18,4,3,3,3,2,4,4,3,3,3,2,4
Volo's Guide to Monsters,202,Huge,Monstrosity,12.0,4,23,13,19,19,17,20,6,1,4,4,3,5,6,1,4,4,3,5
Mordenkainen Presents: Monsters of the Multiverse,272,Huge,Monstrosity,12.0,4,23,13,19,19,17,20,6,1,4,4,3,5,6,1,4,4,3,5
Mordenkainen Presents: Monsters of the Multiverse,273,Medium,Monstrosity,2.0,2,15,14,14,6,11,4,2,2,2,-2,0,-3,4,4,2,-2,2,-3
Volo's Guide to Monsters,203,Medium,Humanoid,2.0,2,15,14,14,6,11,4,2,2,2,-2,0,-3,4,4,2,-2,2,-3
Monster Manual,309,Medium,Monstrosity,3.0,2,16,14,13,14,12,16,3,2,1,2,1,3,3,2,1,2,1,3
Mordenkainen Presents: Monsters of the Multiverse,274,Medium,Monstrosity,4.0,2,16,14,13,14,14,16,3,2,1,2,2,3,3,2,1,2,4,5
Volo's Guide to Monsters,204,Medium,Monstrosity,4.0,2,16,14,13,14,14,16,3,2,1,2,2,3,3,2,1,2,4,5
Volo's Guide to Monsters,205,Medium,Monstrosity,4.0,2,16,14,13,14,12,16,3,2,1,2,1,3,3,2,1,2,3,5
Mordenkainen Presents: Monsters of the Multiverse,275,Medium,Monstrosity,4.0,2,16,14,13,14,12,16,3,2,1,2,1,3,3,2,1,2,3,5
Mordenkainen Presents: Monsters of the Multiverse,276,Medium,Monstrosity,5.0,3,16,14,13,14,12,16,3,2,1,2,1,3,3,2,1,2,4,6
Volo's Guide to Monsters,206,Medium,Monstrosity,5.0,3,16,14,13,14,12,16,3,2,1,2,1,3,3,2,1,2,3,5
Monster Manual,309,Medium,Humanoid,1.0,2,11,12,11,13,12,14,0,1,0,1,1,2,0,1,0,1,1,2
The Sunless Citadel,248,Small,Humanoid,1.0,2,8,15,14,10,10,16,-1,2,2,0,0,3,-1,2,2,0,0,3
Eberron: Rising from the Last War,309,Medium,Fiend,5.0,3,18,14,18,12,13,11,4,2,4,1,1,0,4,2,4,1,1,0
The Wild Beyond the Witchlight,222,Medium,Humanoid,2.0,2,13,16,16,11,15,6,1,3,3,0,2,-2,1,5,3,2,2,-2
Mordenkainen Presents: Monsters of the Multiverse,278,Gargantuan,Elemental,22.0,7,30,10,30,2,21,18,10,0,10,-4,5,4,10,0,10,-4,12,11
Mordenkainen’s Tome of Foes,201,Gargantuan,Elemental,22.0,7,30,10,30,2,21,18,10,0,10,-4,5,4,10,0,10,-4,12,11
The Wild Beyond the Witchlight,223,Medium,Humanoid,3.0,2,14,10,14,12,16,15,2,0,2,1,3,2,2,0,2,1,5,4
Mordenkainen Presents: Monsters of the Multiverse,280,Large,Fiend,26.0,8,27,24,28,26,27,30,8,7,9,8,8,10,8,7,9,16,16,18
Mordenkainen’s Tome of Foes,180,Large,Fiend,26.0,8,27,24,28,26,27,30,8,7,9,8,8,10,8,7,9,16,16,18
