source.book,source.page,size,type,cr,legacy,damage immunities,damage resistances,damage vulnerabilities,damage modifiers.acid,damage modifiers.bludgeoning,damage modifiers.cold,damage modifiers.fire,damage modifiers.force,damage modifiers.lightning,damage modifiers.necrotic,damage modifiers.piercing,damage modifiers.poison,damage modifiers.psychic,damage modifiers.radiant,damage modifiers.slashing,damage modifiers.thunder
Explorer's Guide to Wildemount,,Tiny,Construct,0.125,False,"poison, psychic",,,,,,,,,,,I,I,,,
Basic Rules,273,Large,Fiend,6.0,False,poison,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,I,,,R-N,
Basic Rules,157,Medium,Beast,0.0,False,,,,,,,,,,,,,,,,
Waterdeep: Dragon Heist,,Gargantuan,Construct,18.0,False,"cold, fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons",,,,I-NA,I,I,,,,I-NA,I,I,,I-NA,
Acquisitions Incorporated,204,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,312,Large,Beast,0.25,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,254,Medium,Humanoid,9.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,218,Medium,Humanoid,9.0,True,,,,,,,,,,,,,,,,
The Wild Beyond the Witchlight,221,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Eberron: Rising from the Last War,314,Gargantuan,Construct,25.0,False,"necrotic, poison; bludgeoning, piercing, and slashing from nonmagical attacks",,,,I-N,,,,,I,I-N,I,,,I-N,
Eberron: Rising from the Last War,320,Medium,Humanoid,1.0,False,,poison,,,,,,,,,,R,,,,
Eberron: Rising from the Last War,315,Huge,Construct,8.0,False,"poison, psychic",,,,,,,,,,,I,I,,,
Basic Rules,157,Large,Beast,0.5,False,,,,,,,,,,,,,,,,
Basic Rules,346,Large,Undead,0.5,False,poison,,bludgeoning,,V,,,,,,,I,,,,
Volo's Guide to Monsters,219,Medium,Humanoid,4.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,255,Medium,Humanoid,4.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,255,Medium,Humanoid,7.0,False,,fire,,,,,R,,,,,,,,,
Volo's Guide to Monsters,219,Medium,Humanoid,7.0,True,,slashing damage from nonmagical attacks not made with silvered weapons,,,,,,,,,,,,,R-NS,
Volo's Guide to Monsters,220,Medium,Humanoid,6.0,True,,psychic,,,,,,,,,,,R,,,
Mordenkainen Presents: Monsters of the Multiverse,256,Medium,Humanoid,6.0,False,,psychic,,,,,,,,,,,R,,,
Mordenkainen Presents: Monsters of the Multiverse,257,Medium,Humanoid,12.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,220,Medium,Humanoid,12.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,258,Large,Fiend,13.0,False,poison,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,I,,,R-N,
Mordenkainen’s Tome of Foes,139,Large,Fiend,13.0,True,poison,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,I,,,R-N,
Basic Rules,158,Large,Elemental,5.0,False,poison,"acid; bludgeoning, piercing, and slashing from nonmagical attacks",,R,R-N,,,,,,R-N,I,,,R-N,
Princes of the Apocalypse,213,Medium,Elemental,7.0,True,poison,"acid; bludgeoning, piercing, and slashing from nonmagical attacks",,R,R-N,,,,,,R-N,I,,,R-N,
Mordenkainen Presents: Monsters of the Multiverse,123,Medium,Elemental,7.0,False,poison,"acid; bludgeoning, piercing, and slashing from nonmagical attacks",,R,R-N,,,,,,R-N,I,,,R-N,
Monster Manual,299,Large,Elemental,3.0,False,poison,"fire; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,R,,,,R-N,I,,,R-N,
Basic Rules,158,Tiny,Beast,0.0,False,,,,,,,,,,,,,,,,
Waterdeep: Dungeon of the Mad Mage,,Small,Humanoid,2.0,False,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons",,,,I-NS,,,,,,I-NS,,,,I-NS,
Basic Rules,326,Medium,Humanoid,5.0,False,"bludgeoning, piercing, and slashing damage from nonmagical attacks that aren’t silvered",,,,I-NS,,,,,,I-NS,,,,I-NS,
Basic Rules,327,Medium,Humanoid,4.0,False,"bludgeoning, piercing, and slashing damage from nonmagical attacks that aren’t silvered",,,,I-NS,,,,,,I-NS,,,,I-NS,
Basic Rules,327,Medium,Humanoid,2.0,False,"bludgeoning, piercing, and slashing damage from nonmagical attacks that aren’t silvered",,,,I-NS,,,,,,I-NS,,,,I-NS,
Curse of Strahd,242,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Basic Rules,328,Medium,Humanoid,4.0,False,"bludgeoning, piercing, and slashing damage from nonmagical attacks that aren’t silvered",,,,I-NS,,,,,,I-NS,,,,I-NS,
Basic Rules,158,Medium,Humanoid,3.0,False,"bludgeoning, piercing, and slashing damage from nonmagical attacks that aren’t silvered",,,,I-NS,,,,,,I-NS,,,,I-NS,
Journeys through the Radiant Citadel,221,Large,Aberration,9.0,False,,psychic,,,,,,,,,,,R,,,
Mordenkainen Presents: Monsters of the Multiverse,41,Medium,Fiend,6.0,False,"cold, fire, poison","bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,I,I,,,,R-NS,I,,,R-NS,
Mordenkainen’s Tome of Foes,163,Medium,Fiend,6.0,True,"cold, fire, poison","bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,I,I,,,,R-NS,I,,,R-NS,
Basic Rules,290,Medium,Dragon,2.0,False,cold,,,,,I,,,,,,,,,,
Dead in Thay,248,Gargantuan,Ooze,10.0,False,poison,"acid, cold, fire",,R,,R,R,,,,,I,,,,
Locathah Rising,,Medium,Humanoid,5.0,False,,"bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,,R-N,,,,R-N,
Princes of the Apocalypse,211,Small,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Basic Rules,159,Medium,Undead,3.0,False,poison,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,,,,,R,R-NS,I,,,R-NS,
Basic Rules,355,Tiny,Undead,2.0,False,"lightning, poison","acid, cold, fire, necrotic, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",,R,R-N,R,R,,I,R,R-N,I,,,R-N,R
Princes of the Apocalypse,192,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,214,Large,Celestial,4.0,False,,,,,,,,,,,,,,,,
Monster Manual,195,Small,Humanoid,0.25,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,214,Large,Celestial,4.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,221,Small,Construct,0.5,False,poison,,,,,,,,,,,I,,,,
Mordenkainen’s Tome of Foes,197,Medium,Fey,10.0,True,,"cold; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,,,,,R-N,,,,R-N,
Mordenkainen Presents: Monsters of the Multiverse,117,Medium,Fey,10.0,False,,cold,,,,R,,,,,,,,,,
Basic Rules,159,Large,Monstrosity,3.0,False,cold,,,,,I,,,,,,,,,,
The Wild Beyond the Witchlight,27,Medium or Small,Humanoid,0.125,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,221,Medium or Small,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,222,Medium or Small,Humanoid,4.0,False,poison,,,,,,,,,,,I,,,,
Strixhaven: A Curriculum of Chaos,223,Medium or Small,Humanoid,7.0,False,,necrotic,,,,,,,,R,,,,,,
Strixhaven: A Curriculum of Chaos,223,Medium or Small,Humanoid,7.0,False,,poison,,,,,,,,,,R,,,,
Mythic Odysseys of Theros,247,Large,Aberration,7.0,False,,,,,,,,,,,,,,,,
Basic Rules,159,Medium,Beast,0.25,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,266,Medium,Plant,5.0,False,,"bludgeoning, piercing",fire,,R,,V,,,,R,,,,,
Volo's Guide to Monsters,198,Medium,Plant,5.0,True,,"bludgeoning, piercing",fire,,R,,V,,,,R,,,,,
Basic Rules,160,Large,Monstrosity,0.5,False,,,,,,,,,,,,,,,,
Basic Rules,355,Medium,Undead,5.0,False,"necrotic, poison","acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,R,R-NS,R,R,,R,I,R-NS,I,,,R-NS,R
Mordenkainen Presents: Monsters of the Multiverse,224,Small,Monstrosity,0.25,False,,"bludgeoning, piercing, and slashing while in dim light or darkness",,,R-D,,,,,,R-D,,,,R-D,
Guildmasters' Guide to Ravnica,225,Huge,Monstrosity,14.0,False,,,,,,,,,,,,,,,,
Journeys through the Radiant Citadel,33,Tiny,Fey,0.5,False,,,,,,,,,,,,,,,,
Basic Rules,160,Large,Dragon,6.0,False,,,,,,,,,,,,,,,,
Tomb of Annihilation,,Medium,Humanoid,7.0,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,287,Medium,Humanoid,5.0,False,,poison,,,,,,,,,,R,,,,
Mordenkainen's Fiendish Folio Volume 1,21,Medium,Monstrosity,3.0,False,,,,,,,,,,,,,,,,
Basic Rules,356,Medium,Elemental,5.0,False,,piercing and slashing from nonmagical attacks that aren’t adamantine,,,,,,,,,R-NA,,,,R-NA,
Volo's Guide to Monsters,200,Small,Humanoid,0.125,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,267,Small,Monstrosity,0.125,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,200,Small,Humanoid,1.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,267,Small,Monstrosity,1.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,268,Large,Fiend,11.0,False,"acid, poison","cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,I,R-N,R,R,,R,,R-N,I,,,R-N,
Mordenkainen’s Tome of Foes,252,Large,Fiend,11.0,True,"acid, poison","cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,I,R-N,R,R,,R,,R-N,I,,,R-N,
Storm King's Thunder,,Large,Monstrosity,4.0,False,,,,,,,,,,,,,,,,
Storm King's Thunder,,Large,Monstrosity,3.0,False,,,,,,,,,,,,,,,,
Princes of the Apocalypse,220,Huge,Elemental,18.0,False,"lightning, poison, thunder","cold, fire; bludgeoning, piercing, and slashing damage from nonmagical weapons",,,R-N,R,R,,I,,R-N,I,,,R-N,I
Out of the Abyss,,Huge,Fiend,24.0,True,"poison; bludgeoning, piercing, and slashing that is nonmagical","cold, fire, lightning",,,I-N,R,R,,R,,I-N,I,,,I-N,
Mordenkainen Presents: Monsters of the Multiverse,270,Huge,Fiend,24.0,False,"poison; bludgeoning, piercing, and slashing that is nonmagical","cold, fire, lightning",,,I-N,R,R,,R,,I-N,I,,,I-N,
Tomb of Annihilation,,Medium,Plant,2.0,False,,,,,,,,,,,,,,,,
Tomb of Annihilation,,Medium,Undead,0.25,False,,,,,,,,,,,,,,,,
Out of the Abyss,,Large,Monstrosity,4.0,False,poison,,,,,,,,,,,I,,,,
Volo's Guide to Monsters,201,Large,Fey,4.0,True,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons",,,,I-NS,,,,,,I-NS,,,,I-NS,
Mordenkainen Presents: Monsters of the Multiverse,271,Large,Fey,4.0,False,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons",,,,I-NS,,,,,,I-NS,,,,I-NS,
Basic Rules,160,Large,Monstrosity,3.0,False,cold,,,,,I,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,313,Small,Monstrosity,0.125,False,cold,,,,,I,,,,,,,,,,
Monstrous Compendium Volume One: Spelljammer Creatures,13,Gargantuan,Plant,7.0,False,lightning,"bludgeoning, piercing",,,R,,,,I,,R,,,,,
Mordenkainen's Fiendish Folio Volume 1,20,Large,Aberration,23.0,False,"necrotic, poison; bludgeoning, piercing, and slashing from nonmagical attacks","acid, cold, fire, lightning, thunder",,R,I-N,R,R,,R,I,I-N,I,,,I-N,R
Explorer's Guide to Wildemount,223,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Monster Manual,65,Medium,Fiend,10.0,False,poison,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,I,,,R-N,
Fizban's Treasury of Dragons,161,Large,Dragon,9.0,False,,"force, psychic",,,,,,R,,,,,R,,,
Basic Rules,281,Large,Dragon,7.0,False,acid,,,I,,,,,,,,,,,,
Basic Rules,283,Large,Dragon,9.0,False,lightning,,,,,,,,I,,,,,,,
Basic Rules,292,Large,Dragon,6.0,False,fire,,,,,,I,,,,,,,,,
Basic Rules,295,Large,Dragon,8.0,False,lightning,,,,,,,,I,,,,,,,
Basic Rules,297,Large,Dragon,7.0,False,acid,,,I,,,,,,,,,,,,
Fizban's Treasury of Dragons,172,Large,Dragon,5.0,False,,"cold, radiant",,,,R,,,,,,,,R,,
Fizban's Treasury of Dragons,175,Large,Dragon,5.0,False,,"poison, psychic",,,,,,,,,,R,R,,,
Fizban's Treasury of Dragons,192,Huge,Dragon,10.0,False,,fire,,,,,R,,,,,,,,,
Fizban's Treasury of Dragons,197,Large,Dragon,8.0,False,,"fire, psychic",,,,,R,,,,,,R,,,
Basic Rules,300,Large,Dragon,10.0,False,fire,,,,,,I,,,,,,,,,
Basic Rules,161,Large,Dragon,8.0,False,poison,,,,,,,,,,,I,,,,
Locathah Rising,,Huge,Monstrosity,14.0,False,"lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,,I-N,,,,I,,I-N,,,,I-N,
Mordenkainen Presents: Monsters of the Multiverse,168,Small,Monstrosity,0.125,False,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,211,Small,Monstrosity,0.125,True,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,35,Large,Dragon,7.0,False,cold,,,,,I,,,,,,,,,,
Fizban's Treasury of Dragons,213,Large,Dragon,8.0,False,,,,,,,,,,,,,,,,
Basic Rules,288,Large,Dragon,10.0,False,fire,,,,,,I,,,,,,,,,
Monster Manual,85,Large,Dragon,13.0,False,fire,necrotic,,,,,I,,,R,,,,,,
Monster Manual,258,Large,Monstrosity,5.0,False,"cold, fire",,,,,I,I,,,,,,,,,
Fizban's Treasury of Dragons,216,Large,Dragon,9.0,False,,"lightning, thunder",,,,,,,R,,,,,,,R
Fizban's Treasury of Dragons,219,Huge,Dragon,8.0,False,cold,,,,,I,,,,,,,,,,
Basic Rules,303,Large,Dragon,9.0,False,cold,,,,,I,,,,,,,,,,
Spelljammer: Adventures in Space ,53,Large,Dragon,9.0,False,radiant,,,,,,,,,,,,,I,,
Fizban's Treasury of Dragons,223,Large,Dragon,7.0,False,,"cold, necrotic",,,,R,,,,R,,,,,,
Basic Rules,290,Large,Dragon,6.0,False,cold,,,,,I,,,,,,,,,,
Monster Manual,308,Large,Monstrosity,7.0,False,poison,,,,,,,,,,,I,,,,
Volo's Guide to Monsters,202,Huge,Monstrosity,12.0,True,poison,"acid, fire, lightning",,R,,,R,,R,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,272,Huge,Monstrosity,12.0,False,poison,"acid, fire, lightning",,R,,,R,,R,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,273,Medium,Monstrosity,2.0,False,poison,,,,,,,,,,,I,,,,
Volo's Guide to Monsters,203,Medium,Humanoid,2.0,True,poison,,,,,,,,,,,I,,,,
Monster Manual,309,Medium,Monstrosity,3.0,False,poison,,,,,,,,,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,274,Medium,Monstrosity,4.0,False,poison,,,,,,,,,,,I,,,,
Volo's Guide to Monsters,204,Medium,Monstrosity,4.0,True,poison,,,,,,,,,,,I,,,,
Volo's Guide to Monsters,205,Medium,Monstrosity,4.0,True,poison,,,,,,,,,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,275,Medium,Monstrosity,4.0,False,poison,,,,,,,,,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,276,Medium,Monstrosity,5.0,False,poison,,,,,,,,,,,I,,,,
Volo's Guide to Monsters,206,Medium,Monstrosity,5.0,True,poison,,,,,,,,,,,I,,,,
Monster Manual,309,Medium,Humanoid,1.0,False,poison,,,,,,,,,,,I,,,,
The Sunless Citadel,248,Small,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Eberron: Rising from the Last War,309,Medium,Fiend,5.0,False,,"bludgeoning, piercing, and slashing from nonmagical attacks",piercing from magic weapons wielded by good creatures,,R-N,,,,,,V,,,,R-N,
The Wild Beyond the Witchlight,222,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,278,Gargantuan,Elemental,22.0,False,poison,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,I,,,R-N,
Mordenkainen’s Tome of Foes,201,Gargantuan,Elemental,22.0,True,poison,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",thunder,,R-N,R,R,,R,,R-N,I,,,R-N,V
The Wild Beyond the Witchlight,223,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,280,Large,Fiend,26.0,False,"necrotic, poison","cold, fire, radiant; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,R,,,I,R-NS,I,,R,R-NS,
Mordenkainen’s Tome of Foes,180,Large,Fiend,26.0,True,"necrotic, poison","cold, fire, radiant; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,R,,,I,R-NS,I,,R,R-NS,
Guildmasters' Guide to Ravnica,255,Medium,Humanoid,16.0,False,,"cold, poison",,,,R,,,,,,R,,,,
Tomb of Annihilation,,Medium,Humanoid,8.0,False,,fire,,,,,R,,,,,,,,,
Waterdeep: Dragon Heist,,Medium,Humanoid,8.0,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,64,Medium,Aberration,16.0,False,"acid, fire, poison",,,I,,,I,,,,,I,,,,
Basic Rules,161,Medium,Undead,0.25,False,poison,,,,,,,,,,,I,,,,
Van Richten’s Guide to Ravenloft,255,Huge,Undead,6.0,False,poison,,,,,,,,,,,I,,,,
Van Richten’s Guide to Ravenloft,255,Medium,Undead,4.0,False,poison,necrotic,,,,,,,,R,,I,,,,
Tomb of Annihilation,,Small,Monstrosity,0.5,False,,,,,,,,,,,,,,,,
Out of the Abyss,,Large,Fiend,23.0,True,"poison; bludgeoning, piercing, and slashing that is nonmagical","cold, fire, lightning",,,I-N,R,R,,R,,I-N,I,,,I-N,
Mordenkainen Presents: Monsters of the Multiverse,282,Large,Fiend,23.0,False,"poison; bludgeoning, piercing, and slashing that is nonmagical","cold, fire, lightning",,,I-N,R,R,,R,,I-N,I,,,I-N,
Basic Rules,142,Large,Beast,1.0,False,,,,,,,,,,,,,,,,
Basic Rules,278,Medium,Fiend,0.0,False,"fire, poison",cold,,,,R,I,,,,,I,,,,
Basic Rules,325,Medium,Undead,21.0,False,"poison; bludgeoning, piercing, and slashing from nonmagical attacks","cold, lightning, necrotic",,,I-N,R,,,R,R,I-N,I,,,I-N,
Volo's Guide to Monsters,169,Large,Monstrosity,3.0,True,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,198,Gargantuan,Elemental,20.0,True,"acid, poison","bludgeoning, piercing, and slashing from nonmagical attacks",,I,R-N,,,,,,R-N,I,,,R-N,
Guildmasters' Guide to Ravnica,228,Medium,Humanoid,6.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,232,Medium,Monstrosity,17.0,False,poison,"necrotic, psychic",,,,,,,,R,,I,R,,,
Mythic Odysseys of Theros,232,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,235,Medium,Fey,3.0,False,poison,necrotic,,,,,,,,R,,I,,,,
Van Richten’s Guide to Ravenloft,245,Medium,Aberration,19.0,False,,"acid, force, necrotic, psychic",,R,,,,R,,R,,,R,,,
Mordenkainen Presents: Monsters of the Multiverse,170,Large,Monstrosity,3.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,171,Gargantuan,Elemental,20.0,False,"acid, poison","bludgeoning, piercing, and slashing from nonmagical attacks",,I,R-N,,,,,,R-N,I,,,R-N,
Fizban's Treasury of Dragons,207,Large,Monstrosity,7.0,False,,,,,,,,,,,,,,,,
Hoard of the Dragon Queen,,Medium,Humanoid,4.0,False,,lightning,,,,,,,R,,,,,,,
Tomb of Annihilation,,Medium,Humanoid,4.0,False,,,,,,,,,,,,,,,,
Waterdeep: Dragon Heist,,Medium,Humanoid,17.0,False,poison,fire,,,,,R,,,,,I,,,,
Waterdeep: Dungeon of the Mad Mage,,Medium,Humanoid,3.0,False,"fire; bludgeoning, piercing, and slashing from metal weapons",,,,I-F,,I,,,,I-F,,,,I-F,
Waterdeep: Dungeon of the Mad Mage,,Medium,Construct,0.0,False,poison,,,,,,,,,,,I,,,,
Ghosts of Saltmarsh,,Medium,Construct,5.0,False,"lightning, poison",,acid,V,,,,,I,,,I,,,,
Icewind Dale: Rime of the Frostmaiden,298,Large,Construct,4.0,False,poison,,,,,,,,,,,I,,,,
Icewind Dale: Rime of the Frostmaiden,299,Small,Construct,8.0,False,"poison; bludgeoning, piercing, and slashing from nonmagical attacks",,,,I-N,,,,,,I-N,I,,,I-N,
Icewind Dale: Rime of the Frostmaiden,299,Medium,Construct,0.0,False,poison,,,,,,,,,,,I,,,,
Candlekeep Mysteries,223,Medium,Undead,18.0,False,poison,"cold, necrotic",,,,R,,,,R,,I,,,,
The Wild Beyond the Witchlight,238,Tiny,Construct,2.0,False,poison,,,,,,,,,,,I,,,,
Critical Role: Call of the Netherdeep,200,Medium,Aberration,6.0,False,radiant,,,,,,,,,,,,,I,,
Basic Rules,325,Large,Monstrosity,4.0,False,,,,,,,,,,,,,,,,
Eberron: Rising from the Last War,298,Medium,Construct,1.0,False,fire,"bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,I,,,,R-N,,,,R-N,
Eberron: Rising from the Last War,299,Large,Construct,5.0,False,lightning,"bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,I,,R-N,,,,R-N,
Eberron: Rising from the Last War,299,Large,Construct,7.0,False,poison,"bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,,R-N,I,,,R-N,
Dungeon Master's Guide,63,Medium,Fiend,0.0,False,,,,,,,,,,,,,,,,
Dragonlance: Shadow of the Dragon Queen,192,Huge,Undead,9.0,False,poison,,,,,,,,,,,I,,,,
Dragonlance: Shadow of the Dragon Queen,193,Medium,Undead,8.0,False,"cold, necrotic, poison","acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",,R,R-N,I,R,,R,I,R-N,I,,,R-N,R
Dragonlance: Shadow of the Dragon Queen,195,Huge,Undead,14.0,False,"necrotic, poison",piercing,,,,,,,,I,R,I,,,,
Dragonlance: Shadow of the Dragon Queen,195,Large,Undead,10.0,False,"necrotic, poison",piercing,,,,,,,,I,R,I,,,,
Dragonlance: Shadow of the Dragon Queen,196,Medium,Monstrosity,6.0,False,,,,,,,,,,,,,,,,
Dragonlance: Shadow of the Dragon Queen,197,Medium,Monstrosity,0.5,False,,,,,,,,,,,,,,,,
Dragonlance: Shadow of the Dragon Queen,198,Medium,Monstrosity,2.0,False,,,,,,,,,,,,,,,,
Dragonlance: Shadow of the Dragon Queen,198,Medium,Monstrosity,3.0,False,poison,,,,,,,,,,,I,,,,
Dragonlance: Shadow of the Dragon Queen,199,Large,Monstrosity,4.0,False,,,,,,,,,,,,,,,,
Dragonlance: Shadow of the Dragon Queen,200,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Dragonlance: Shadow of the Dragon Queen,200,Medium,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Dragonlance: Shadow of the Dragon Queen,201,Large,Dragon,3.0,False,,fire,,,,,R,,,,,,,,,
Dragonlance: Shadow of the Dragon Queen,201,Large,Dragon,3.0,False,,acid,,R,,,,,,,,,,,,
Dragonlance: Shadow of the Dragon Queen,202,Medium,Construct,6.0,False,"lightning, poison",,,,,,,,I,,,I,,,,
Dragonlance: Shadow of the Dragon Queen,202,Medium or Small,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Dragonlance: Shadow of the Dragon Queen,203,Medium,Humanoid,11.0,False,fire,,,,,,I,,,,,,,,,
Dragonlance: Shadow of the Dragon Queen,204,Small,Humanoid,0.25,False,,,,,,,,,,,,,,,,
Dragonlance: Shadow of the Dragon Queen,205,Medium,Humanoid,12.0,False,poison,,,,,,,,,,,I,,,,
Dragonlance: Shadow of the Dragon Queen,206,Medium,Undead,19.0,False,"necrotic, poison",,,,,,,,,I,,I,,,,
Dragonlance: Shadow of the Dragon Queen,208,Medium,Humanoid,10.0,False,,fire,,,,,R,,,,,,,,,
Dragonlance: Shadow of the Dragon Queen,208,Medium,Undead,7.0,False,poison,,,,,,,,,,,I,,,,
Dragonlance: Shadow of the Dragon Queen,209,Medium,Undead,14.0,False,poison,,,,,,,,,,,I,,,,
Monstrous Compendium Volume Two: Dragonlance Creatures,3,Medium,Aberration,7.0,False,psychic,"bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,,R-N,,I,,R-N,
Monstrous Compendium Volume Two: Dragonlance Creatures,5,Huge,Dragon,22.0,False,fire,,,,,,I,,,,,,,,,
Monstrous Compendium Volume Two: Dragonlance Creatures,6,Large,Celestial,8.0,False,poison,,,,,,,,,,,I,,,,
Monstrous Compendium Volume Two: Dragonlance Creatures,7,Medium,Undead,6.0,False,poison,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,R,R-N,I,,,R-N,
