Book,Page,Type,Category,Legendary,CR,PB,AC,Str,Dex,Con,Int,Wis,Cha,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Prof,Dex Prof,Con Prof,Int Prof,Wis Prof,Cha Prof,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Magic Resistance
MM,339.0,beast,generic,N,0.25,2,10.0,9,11,9,2,10,3,-1.0,0.0,-1.0,-4.0,0.0,-4.0,False,False,False,False,False,False,-1,0,-1,-4,0,-4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,False
MM,339.0,beast,generic,N,0.25,2,12.0,6,14,8,3,12,6,-2.0,2.0,-1.0,-4.0,1.0,-2.0,False,False,False,False,False,False,-2,2,-1,-4,1,-2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,False
VGtM,208.0,beast,generic,N,0.5,2,8.0,2,7,10,1,2,1,-4.0,-2.0,0.0,-5.0,-4.0,-5.0,False,False,False,False,False,False,-4,-2,0,-5,-4,-5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,False
VRGtR,247.0,beast,generic,N,3.0,2,13.0,3,14,13,1,12,1,-4.0,2.0,1.0,-5.0,1.0,-5.0,False,False,False,False,False,False,-4,2,1,-5,1,-5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,False
VRGtR,254.0,undead,generic,N,1.0,2,10.0,14,10,10,3,8,5,2.0,0.0,0.0,-4.0,-1.0,-3.0,False,False,False,False,False,False,2,0,0,-4,-1,-3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,False
VGtM,217.0,humanoid,generic,N,3.0,2,17.0,12,18,12,14,11,15,1.0,4.0,1.0,2.0,0.0,2.0,False,False,False,False,False,False,1,4,1,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
EGtW,300.0,monstrosity,generic,N,7.0,3,16.0,15,16,15,2,8,7,2.0,3.0,2.0,-4.0,-1.0,-2.0,False,False,False,False,False,False,2,3,2,-4,-1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MToF,241.0,undead,generic,N,8.0,3,18.0,18,14,18,11,12,14,4.0,2.0,4.0,0.0,1.0,2.0,False,False,False,False,False,False,4,2,4,0,1,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False
MToF,241.0,undead,generic,N,3.0,2,16.0,18,12,17,6,9,10,4.0,1.0,3.0,-2.0,-1.0,0.0,False,False,False,False,False,False,4,1,3,-2,-1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False
ToA,232.0,humanoid,generic,N,1.0,2,14.0,10,17,11,13,14,15,0.0,3.0,0.0,1.0,2.0,2.0,False,False,False,False,False,False,0,3,0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ToA,233.0,humanoid,generic,N,0.25,2,12.0,10,15,11,14,12,16,0.0,2.0,0.0,2.0,1.0,3.0,False,False,False,False,False,False,0,2,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
HotDQ,93.0,humanoid,unique,N,5.0,3,18.0,14,12,14,10,16,16,2.0,1.0,2.0,0.0,3.0,3.0,False,False,False,False,True,True,2,1,2,0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,186.0,fiend,generic,N,5.0,3,14.0,18,13,20,9,9,9,4.0,1.0,5.0,-1.0,-1.0,-1.0,False,False,False,False,False,False,4,1,5,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
SaCoC,218.0,dragon,unique,L,24.0,7,21.0,28,14,27,28,18,17,9.0,2.0,8.0,9.0,4.0,3.0,False,True,True,False,True,True,9,9,15,9,11,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ERftLW,319.0,humanoid,generic,N,2.0,2,15.0,12,16,14,10,14,11,1.0,3.0,2.0,0.0,2.0,0.0,False,False,False,False,False,False,1,3,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,286.0,monstrosity,unique,L,30.0,9,25.0,30,11,30,3,11,11,10.0,0.0,10.0,-4.0,0.0,0.0,False,False,False,True,True,True,10,0,10,5,9,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True
TftYP,244.0,undead,unique,L,13.0,5,16.0,11,16,16,19,14,16,0.0,3.0,3.0,4.0,2.0,3.0,False,False,True,True,True,False,0,3,8,9,7,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False
WDH,200.0,humanoid,unique,N,9.0,4,18.0,18,15,14,10,14,12,4.0,2.0,2.0,0.0,2.0,1.0,True,False,True,False,False,False,8,2,6,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
TftYP,245.0,monstrosity,unique,N,4.0,2,13.0,17,10,16,15,16,13,3.0,0.0,3.0,2.0,3.0,1.0,False,False,False,False,False,False,3,0,3,2,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
BGDiA,42.0,humanoid,unique,N,0.5,2,10.0,12,10,11,15,18,16,1.0,0.0,0.0,2.0,4.0,3.0,False,False,False,False,False,False,1,0,0,2,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
TftYP,245.0,humanoid,generic,N,2.0,2,15.0,10,14,12,15,13,11,0.0,2.0,1.0,2.0,1.0,0.0,False,False,False,False,False,False,0,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
TftYP,246.0,humanoid,generic,N,2.0,2,16.0,16,13,14,10,11,11,3.0,1.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,3,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,231.0,monstrosity,generic,N,13.0,5,18.0,17,10,19,8,13,6,3.0,0.0,4.0,-1.0,1.0,-2.0,False,False,False,False,False,False,3,0,4,-1,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,232.0,monstrosity,generic,N,11.0,4,17.0,19,10,17,6,11,6,4.0,0.0,3.0,-2.0,0.0,-2.0,False,False,False,False,False,False,4,0,3,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
TftYP,173.0,giant,unique,N,7.0,3,17.0,23,15,20,10,12,9,6.0,2.0,5.0,0.0,1.0,-1.0,False,True,True,False,True,False,6,5,8,0,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,232.0,monstrosity,generic,N,9.0,4,16.0,16,12,17,6,11,6,3.0,1.0,3.0,-2.0,0.0,-2.0,False,False,False,False,False,False,3,1,3,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,233.0,monstrosity,generic,N,7.0,3,15.0,17,12,15,6,7,5,3.0,1.0,2.0,-2.0,-2.0,-3.0,False,False,False,False,False,False,3,1,2,-2,-2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,233.0,monstrosity,generic,N,0.25,2,15.0,7,12,9,5,6,5,-2.0,1.0,-1.0,-3.0,-2.0,-3.0,False,False,False,False,False,False,-2,1,-1,-3,-2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
TftYP,246.0,plant,unique,N,0.5,2,11.0,13,12,12,1,10,1,1.0,1.0,1.0,-5.0,0.0,-5.0,False,False,False,False,False,False,1,1,1,-5,0,-5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,197.0,plant,generic,N,1.0,2,14.0,13,12,13,2,10,6,1.0,1.0,1.0,-4.0,0.0,-2.0,False,False,False,False,False,False,1,1,1,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,233.0,humanoid,generic,N,1.0,2,13.0,11,14,10,16,13,14,0.0,2.0,0.0,3.0,1.0,2.0,False,False,False,False,False,False,0,2,0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GoS,256.0,monstrosity,unique,L,6.0,3,12.0,19,10,17,2,10,7,4.0,0.0,3.0,-4.0,0.0,-2.0,True,False,True,False,False,False,7,0,6,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,288.0,humanoid,generic,N,1.0,2,15.0,12,15,13,8,12,7,1.0,2.0,1.0,-1.0,1.0,-2.0,False,False,False,False,False,False,1,2,1,-1,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,221.0,construct,generic,N,0.25,2,11.0,11,13,14,6,6,3,0.0,1.0,2.0,-2.0,-2.0,-4.0,False,False,False,False,False,False,0,1,2,-2,-2,-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
GGtR,221.0,construct,generic,N,0.5,2,12.0,9,15,12,8,9,8,-1.0,2.0,1.0,-1.0,-1.0,-1.0,False,True,False,False,False,False,-1,4,1,-1,-1,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,350.0,humanoid,generic,N,0.5,2,11.0,15,11,14,10,10,11,2.0,0.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,2,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SKT,99.0,undead,generic,N,3.0,2,15.0,19,11,15,2,12,5,4.0,0.0,2.0,-4.0,1.0,-3.0,False,False,False,False,False,False,4,0,2,-4,1,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
PotA,192.0,humanoid,unique,N,3.0,2,16.0,16,14,14,11,10,15,3.0,2.0,2.0,0.0,0.0,2.0,False,False,False,False,False,False,3,2,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
BGDiA,34.0,humanoid,unique,N,0.125,2,9.0,7,8,6,15,17,12,-2.0,-1.0,-2.0,2.0,3.0,1.0,False,False,False,False,False,False,-2,-1,-2,2,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
RoT,92.0,fiend,unique,L,30.0,9,25.0,30,10,30,26,26,28,10.0,0.0,10.0,8.0,8.0,9.0,True,True,False,False,True,False,19,9,10,8,17,9,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,False
MToF,178.0,fiend,unique,L,16.0,5,20.0,19,22,17,24,22,26,4.0,6.0,3.0,7.0,6.0,8.0,False,True,True,False,True,True,4,11,8,7,11,13,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
VGtM,193.0,monstrosity,generic,N,5.0,3,15.0,16,13,16,8,12,8,3.0,1.0,3.0,-1.0,1.0,-1.0,False,False,False,False,False,False,3,1,3,-1,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
IDRotF,310.0,construct,generic,N,10.0,4,17.0,22,10,21,14,14,11,6.0,0.0,5.0,2.0,2.0,0.0,False,False,False,False,False,False,6,0,5,2,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MOoT,254.0,monstrosity,unique,L,26.0,8,22.0,30,11,29,22,11,10,10.0,0.0,9.0,6.0,0.0,0.0,False,False,False,True,True,False,10,0,9,14,8,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False
BGDiA,112.0,monstrosity,unique,N,11.0,4,17.0,25,17,20,8,9,16,7.0,3.0,5.0,-1.0,-1.0,3.0,True,False,True,False,False,False,11,3,9,-1,-1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,242.0,humanoid,generic,N,2.0,2,17.0,14,10,12,11,15,12,2.0,0.0,1.0,0.0,2.0,1.0,False,False,False,False,False,False,2,0,1,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,218.0,humanoid,generic,N,5.0,3,15.0,9,14,11,17,12,11,-1.0,2.0,0.0,3.0,1.0,0.0,False,False,False,True,True,False,-1,2,0,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,194.0,monstrosity,generic,N,3.0,2,13.0,17,10,17,2,13,4,3.0,0.0,3.0,-4.0,1.0,-3.0,False,False,False,False,False,False,3,0,3,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,289.0,plant,generic,N,9.0,4,16.0,23,8,21,12,16,12,6.0,-1.0,5.0,1.0,3.0,1.0,False,False,False,False,False,False,6,-1,5,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ToA,234.0,plant,generic,N,0.5,2,10.0,1,10,12,1,10,1,-5.0,0.0,1.0,-5.0,0.0,-5.0,False,False,False,False,False,False,-5,0,1,-5,0,-5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
MM,350.0,humanoid,generic,N,0.125,2,12.0,13,11,12,8,11,8,1.0,0.0,1.0,-1.0,0.0,-1.0,False,False,False,False,False,False,1,0,1,-1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,80.0,beast,generic,N,5.0,3,13.0,22,9,17,2,11,5,6.0,-1.0,3.0,-4.0,0.0,-3.0,False,False,False,False,False,False,6,-1,3,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,225.0,construct,generic,N,0.5,2,15.0,12,13,12,9,10,9,1.0,1.0,1.0,-1.0,0.0,-1.0,False,False,False,False,False,False,1,1,1,-1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MOoT,245.0,humanoid,generic,N,8.0,3,15.0,16,11,16,10,12,19,3.0,0.0,3.0,0.0,1.0,4.0,False,True,False,True,False,True,3,3,3,3,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MOoT,244.0,humanoid,generic,N,2.0,2,13.0,11,16,14,10,15,11,0.0,3.0,2.0,0.0,2.0,0.0,False,False,False,False,False,False,0,3,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
WDotMM,294.0,construct,unique,N,22.0,7,20.0,24,9,20,20,11,1,7.0,-1.0,5.0,5.0,0.0,-5.0,False,False,False,False,False,False,7,-1,5,5,0,-5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True
MM,290.0,humanoid,generic,N,0.25,2,11.0,14,10,14,6,10,6,2.0,0.0,2.0,-2.0,0.0,-2.0,False,False,False,False,False,False,2,0,2,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
OotA,229.0,humanoid,generic,N,3.0,2,14.0,18,12,18,8,12,12,4.0,1.0,4.0,-1.0,1.0,1.0,False,False,False,False,False,False,4,1,4,-1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,291.0,giant,generic,N,5.0,3,15.0,18,13,20,7,9,7,4.0,1.0,5.0,-2.0,-1.0,-2.0,False,False,False,False,False,False,4,1,5,-2,-1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,243.0,giant,generic,N,13.0,5,15.0,22,15,21,9,11,5,6.0,2.0,5.0,-1.0,0.0,-3.0,False,False,False,False,True,True,6,2,5,-1,5,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
WDotMM,154.0,giant,generic,N,8.0,3,15.0,18,13,20,7,9,7,4.0,1.0,5.0,-2.0,-1.0,-2.0,False,False,False,False,False,False,4,1,5,-2,-1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
HotDQ,65.0,giant,generic,N,6.0,3,15.0,18,13,20,7,9,7,4.0,1.0,5.0,-2.0,-1.0,-2.0,False,False,False,False,False,False,4,1,5,-2,-1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
IDRotF,295.0,giant,generic,N,8.0,3,16.0,18,8,22,7,9,7,4.0,-1.0,6.0,-2.0,-1.0,-2.0,False,False,False,False,False,False,4,-1,6,-2,-1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,244.0,giant,generic,N,9.0,4,16.0,18,13,22,5,8,4,4.0,1.0,6.0,-3.0,-1.0,-3.0,False,False,False,False,False,False,4,1,6,-3,-1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,244.0,giant,generic,N,11.0,4,17.0,1,17,13,8,9,16,-5.0,3.0,1.0,-1.0,-1.0,3.0,False,False,False,False,False,False,-5,3,1,-1,-1,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,False
MToF,245.0,giant,generic,N,7.0,3,15.0,18,13,20,7,9,7,4.0,1.0,5.0,-2.0,-1.0,-2.0,False,False,False,False,False,False,4,1,5,-2,-1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
GGtR,252.0,fey,unique,L,18.0,6,17.0,19,14,20,16,30,25,4.0,2.0,5.0,3.0,10.0,7.0,False,False,True,False,True,True,4,2,11,3,16,13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
ERftLW,307.0,aberration,generic,N,7.0,3,16.0,17,14,18,14,14,16,3.0,2.0,4.0,2.0,2.0,3.0,False,False,False,False,True,True,3,2,4,2,5,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SKT,107.0,plant,unique,N,9.0,4,16.0,23,8,21,12,16,12,6.0,-1.0,5.0,1.0,3.0,1.0,False,False,False,False,False,False,6,-1,5,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MOoT,215.0,monstrosity,generic,N,2.0,2,12.0,15,14,14,3,13,6,2.0,2.0,2.0,-4.0,1.0,-2.0,False,False,False,False,False,False,2,2,2,-4,1,-2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
MOoT,246.0,monstrosity,generic,N,15.0,5,17.0,24,10,20,7,12,13,7.0,0.0,5.0,-2.0,1.0,1.0,False,False,True,False,False,False,7,0,10,-2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,80.0,beast,generic,N,8.0,3,13.0,25,10,19,2,12,9,7.0,0.0,4.0,-4.0,1.0,-1.0,False,False,False,False,False,False,7,0,4,-4,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ToA,241.0,undead,generic,N,8.0,3,11.0,25,6,19,1,3,5,7.0,-2.0,4.0,-5.0,-4.0,-3.0,False,False,False,False,False,False,7,-2,4,-5,-4,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
EGtW,301.0,fiend,generic,N,16.0,5,18.0,26,14,22,3,11,10,8.0,2.0,6.0,-4.0,0.0,0.0,True,False,True,False,False,False,13,2,11,-4,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,False
BGDiA,70.0,humanoid,unique,N,5.0,3,20.0,17,14,16,11,10,17,3.0,2.0,3.0,0.0,0.0,3.0,False,False,True,False,True,False,3,2,6,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,175.0,aberration,generic,N,9.0,4,15.0,15,12,15,21,19,21,2.0,1.0,2.0,5.0,4.0,5.0,False,False,False,True,True,True,2,1,2,9,8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
MM,314.0,fiend,generic,N,13.0,5,19.0,16,16,18,18,15,19,3.0,3.0,4.0,4.0,2.0,4.0,False,False,False,False,False,False,3,3,4,4,2,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
MM,292.0,monstrosity,generic,N,5.0,3,18.0,20,13,16,9,10,10,5.0,1.0,3.0,-1.0,0.0,0.0,False,False,False,False,False,False,5,1,3,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,222.0,monstrosity,generic,N,6.0,3,16.0,16,18,16,17,12,15,3.0,4.0,3.0,3.0,1.0,2.0,False,False,False,False,False,False,3,4,3,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
MOoT,215.0,monstrosity,generic,N,6.0,3,16.0,19,12,18,10,16,9,4.0,1.0,4.0,0.0,3.0,-1.0,False,False,False,False,False,False,4,1,4,0,3,-1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
ERftLW,311.0,undead,generic,N,2.0,2,17.0,16,12,14,11,13,14,3.0,1.0,2.0,0.0,1.0,2.0,False,False,False,False,False,False,3,1,2,0,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,294.0,celestial,generic,N,5.0,3,12.0,18,14,15,11,17,16,4.0,2.0,2.0,0.0,3.0,3.0,False,False,False,False,False,False,4,2,2,0,3,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True
VRGtR,250.0,monstrosity,generic,N,8.0,3,17.0,21,13,19,3,14,17,5.0,1.0,4.0,-4.0,2.0,3.0,False,False,True,False,True,False,5,1,7,-4,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SKT,243.0,humanoid,generic,N,2.0,2,13.0,14,12,13,10,15,12,2.0,1.0,1.0,0.0,2.0,1.0,False,False,False,False,False,False,2,1,1,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
WDH,217.0,humanoid,unique,N,13.0,5,17.0,10,14,12,20,11,16,0.0,2.0,1.0,5.0,0.0,3.0,False,False,False,True,True,False,0,2,1,10,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
ERftLW,312.0,fey,generic,N,0.125,2,14.0,8,18,10,9,16,11,-1.0,4.0,0.0,-1.0,3.0,0.0,False,False,False,False,False,False,-1,4,0,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ERftLW,312.0,fey,generic,N,0.5,2,14.0,17,15,14,10,15,11,3.0,2.0,2.0,0.0,2.0,0.0,False,False,False,False,False,False,3,2,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ERftLW,313.0,fey,generic,N,0.5,2,13.0,14,16,14,10,15,11,2.0,3.0,2.0,0.0,2.0,0.0,False,False,False,False,False,False,2,3,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,297.0,undead,legendary,L,13.0,5,16.0,18,18,18,17,15,18,4.0,4.0,4.0,3.0,2.0,4.0,False,True,False,False,True,True,4,9,4,3,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,298.0,undead,generic,N,5.0,3,15.0,16,16,16,11,10,12,3.0,3.0,3.0,0.0,0.0,1.0,False,True,False,False,True,False,3,6,3,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
